1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
206554_x_at,6,14,1,11,15,15,8,3,13,10,8,15,11,1,2,2,15,2,15,13
206555_s_at,13,1,12,15,9,13,11,7,2,7,10,7,13,15,1,10,1,12,2,6
206556_at,12,4,13,10,8,12,1,2,3,14,3,12,5,6,4,8,12,8,5,2
206557_at,9,8,10,13,14,5,12,6,8,4,12,13,12,7,7,9,6,14,4,9
206558_at,3,4,13,10,8,12,1,2,3,14,3,12,5,6,4,13,12,8,5,2
206559_x_at,13,1,12,15,10,7,14,15,10,12,6,7,14,15,1,10,8,10,7,5
206560_s_at,9,8,10,13,15,5,12,6,8,4,12,13,11,7,7,9,6,14,15,13
206561_s_at,6,10,1,11,2,3,9,1,7,5,9,5,15,2,9,2,4,13,11,10
206562_s_at,6,10,1,11,15,15,8,3,13,5,9,5,11,2,2,2,15,2,15,10
206563_s_at,3,11,7,9,12,8,11,13,2,15,3,11,5,3,12,13,13,12,9,6
206564_at,9,8,8,13,14,5,12,6,8,4,2,13,12,7,7,9,6,14,4,9
206565_x_at,6,10,1,11,15,15,8,3,13,5,8,15,11,2,2,2,15,2,15,13
206566_at,9,8,8,13,14,5,12,6,8,4,12,13,12,7,7,9,6,14,4,9
206567_s_at,6,10,10,11,15,15,8,6,13,5,12,13,11,2,9,2,15,2,15,13
206568_at,3,11,7,9,12,8,12,13,2,15,3,11,5,3,12,13,13,14,9,9
206569_at,6,10,1,11,15,15,8,1,13,5,9,5,15,2,9,2,15,2,11,10
206570_s_at,9,8,10,13,14,5,12,6,8,4,12,13,7,7,7,9,6,14,4,9
206571_s_at,11,14,14,14,11,15,8,3,13,10,8,15,9,1,2,3,15,2,15,3
206572_x_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
206573_at,9,8,10,13,14,5,12,6,8,4,12,13,12,7,7,9,6,14,4,9
206574_s_at,9,8,10,13,14,5,12,6,8,4,12,13,12,7,7,9,6,14,4,9
206575_at,11,14,14,14,11,15,8,3,13,10,8,15,9,1,2,3,15,2,15,3
206576_s_at,6,10,10,11,15,15,8,3,13,5,12,5,11,2,9,2,15,2,15,13
206577_at,13,11,7,9,9,13,11,7,2,7,10,11,13,15,12,10,1,12,2,6
206578_at,11,14,14,14,10,7,14,11,10,12,6,15,14,1,1,3,8,10,7,5
206579_at,11,1,12,15,10,7,14,15,10,12,6,7,14,15,1,3,8,10,7,5
206580_s_at,2,9,2,5,11,14,4,15,15,11,13,8,9,8,10,7,11,6,8,3
206581_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
206582_s_at,12,4,13,8,8,12,9,10,3,14,1,12,7,6,4,8,12,13,5,4
206583_at,3,11,13,10,12,8,1,2,3,15,3,11,5,3,4,13,13,8,9,2
206584_at,6,10,10,11,15,15,8,3,13,5,12,13,11,2,2,2,15,2,15,13
206585_at,3,11,7,9,12,8,1,13,2,15,3,11,5,3,12,13,13,8,9,2
206586_at,3,11,13,10,14,8,1,2,3,15,3,11,5,3,4,13,13,8,4,2
206587_at,3,11,7,9,12,8,1,13,2,15,3,11,5,3,12,13,13,8,9,2
206588_at,9,8,8,13,14,5,12,6,8,4,2,13,12,7,7,9,6,14,4,9
206589_at,13,1,12,15,10,7,14,11,10,12,6,3,14,15,1,10,8,10,2,5
206590_x_at,3,11,7,9,12,8,1,13,2,15,3,11,5,3,12,13,13,8,9,2
206591_at,6,10,1,11,15,15,8,1,13,5,9,5,15,2,9,2,15,2,11,10
206592_s_at,11,14,14,14,11,15,8,3,13,10,8,15,11,1,2,3,15,2,15,3
206593_s_at,9,8,8,13,14,5,12,11,8,4,2,13,12,7,7,9,6,14,4,9
206594_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
206595_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
206596_s_at,3,11,7,9,12,8,1,13,2,15,3,11,5,3,12,13,13,8,9,2
206597_at,13,11,7,9,9,13,11,7,2,7,10,11,13,15,12,10,1,12,2,6
206598_at,9,8,10,13,14,5,12,6,8,4,12,13,12,7,7,9,6,14,4,13
206599_at,13,11,7,9,9,13,11,13,2,7,10,11,13,3,12,10,1,12,2,6
206600_s_at,12,4,13,8,8,12,9,6,3,14,1,12,7,6,4,8,12,13,5,4
206601_s_at,6,10,5,8,2,3,9,6,7,8,12,5,15,2,9,2,4,13,6,4
206602_s_at,6,10,1,11,2,3,9,1,7,5,9,5,15,2,9,2,4,13,11,10
206603_at,9,8,8,13,14,5,12,11,8,4,2,13,12,7,7,9,6,14,4,9
206604_at,6,8,10,13,15,5,9,6,7,4,12,13,7,2,7,9,6,13,6,13
206605_at,13,1,12,15,10,7,14,15,10,12,6,7,14,15,1,10,8,10,7,5
206606_at,6,10,10,11,15,15,8,3,13,10,8,15,11,2,2,2,15,2,15,13
206607_at,3,11,7,9,12,8,11,13,2,15,10,11,13,3,12,13,13,12,9,6
206608_s_at,11,14,14,14,11,7,8,15,13,10,8,15,9,1,2,3,8,2,7,3
206609_at,3,11,7,9,12,8,11,13,2,15,2,11,12,3,12,13,13,12,9,9
206610_s_at,13,1,8,9,9,13,11,11,2,7,10,3,13,15,12,10,1,12,2,6
206611_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
206612_at,9,8,10,13,14,5,12,6,8,4,12,13,12,7,7,9,6,14,4,13
206613_s_at,9,8,8,13,14,5,12,11,8,4,2,13,12,7,7,9,6,14,4,9
206614_at,9,8,10,13,14,5,12,6,8,4,12,13,12,7,7,9,6,14,4,9
206615_s_at,9,8,10,13,14,5,12,6,8,4,12,13,12,7,7,9,6,14,4,9
206616_s_at,9,8,10,13,14,5,12,6,8,4,2,13,12,7,7,9,6,14,4,9
206617_s_at,9,8,10,13,15,5,8,11,8,4,12,13,11,7,7,9,6,2,15,13
206618_at,12,4,13,10,8,12,1,2,3,14,3,12,7,6,4,8,12,8,5,2
206619_at,11,1,12,15,10,7,14,15,10,12,6,7,14,15,1,3,8,10,7,5
206620_at,12,10,5,8,2,3,9,10,7,8,1,5,7,2,9,8,4,13,6,4
206621_s_at,6,10,5,8,2,3,9,6,7,8,12,5,7,2,9,8,4,13,6,4
206622_at,13,1,8,15,10,13,14,11,10,12,2,3,14,15,1,10,1,10,2,5
206623_at,9,8,8,13,14,5,12,11,8,4,2,13,12,7,7,9,6,14,4,9
206624_at,6,10,5,8,2,3,9,6,7,8,12,5,7,2,9,2,4,13,6,4
206625_at,6,10,10,11,15,3,8,6,7,5,12,5,11,2,9,2,4,2,6,13
206626_x_at,9,8,8,15,10,5,14,11,10,4,2,3,14,15,1,9,6,10,4,5
206627_s_at,12,4,13,10,8,12,12,6,3,14,12,13,7,7,4,8,12,14,5,9
206628_at,9,11,8,9,14,5,12,13,2,15,2,3,12,3,12,13,6,14,4,9
206629_at,6,10,10,8,2,3,9,6,7,8,12,13,7,2,9,2,4,13,6,4
206630_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
206631_at,13,1,12,15,10,13,14,7,10,12,6,7,14,15,1,10,1,10,2,5
206632_s_at,5,13,1,11,4,15,2,1,13,5,9,1,15,14,15,14,15,3,11,10
206633_at,11,14,14,14,11,7,14,15,10,12,6,15,14,1,1,3,8,10,7,3
206634_at,11,8,14,13,10,5,14,11,8,4,2,15,11,1,2,3,6,10,15,13
206635_at,6,10,10,13,15,3,8,6,7,4,12,13,11,2,9,2,4,2,15,13
206636_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
206637_at,3,4,13,10,12,12,1,2,3,14,3,12,5,6,4,13,12,8,5,2
206638_at,11,14,14,14,11,7,14,15,13,10,8,15,14,1,2,3,8,10,7,3
206639_x_at,13,1,12,15,9,13,11,7,2,7,10,7,13,15,12,10,1,12,2,6
206640_x_at,3,11,7,9,9,8,11,13,2,15,10,11,13,3,12,13,13,12,9,6
206641_at,12,4,13,8,8,12,1,10,3,14,1,12,7,6,4,8,12,8,5,4
206642_at,9,8,10,13,15,5,12,11,8,4,12,13,11,7,7,9,6,14,4,13
206643_at,5,14,1,11,4,15,2,3,13,5,8,1,9,14,15,14,15,3,11,10
206644_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
206645_s_at,12,4,5,8,8,12,9,6,7,8,12,13,7,6,9,8,12,13,6,4
206646_at,3,11,7,9,12,8,11,13,2,15,3,11,5,3,12,13,13,12,9,6
206647_at,3,11,13,10,12,8,1,2,3,15,3,11,5,3,4,13,13,8,5,2
206648_at,6,10,5,8,2,3,9,6,7,8,12,5,7,2,9,2,4,13,6,4
206649_s_at,12,4,5,8,2,3,9,10,7,8,1,5,7,2,9,8,4,13,6,4
206650_at,11,14,14,14,15,15,8,3,13,10,8,15,11,1,2,3,15,2,15,13
206651_s_at,9,8,10,13,15,15,8,3,13,4,8,15,11,1,2,9,15,2,15,13
206652_at,5,13,2,3,4,4,2,5,12,13,13,1,9,14,15,14,10,3,10,7
206653_at,6,10,1,11,2,3,8,1,7,5,9,5,15,2,9,2,4,2,11,10
206654_s_at,11,14,14,14,11,7,14,15,10,10,8,15,14,1,2,3,8,10,7,3
206655_s_at,6,10,1,11,15,15,8,1,13,5,9,5,15,2,9,2,15,2,11,10
206656_s_at,9,8,10,13,15,5,8,6,8,4,12,13,11,7,7,9,6,2,15,13
206657_s_at,6,10,10,8,2,3,9,6,7,8,12,5,7,2,9,2,4,13,6,4
206658_at,12,4,13,10,8,12,1,2,3,14,3,12,5,6,4,8,12,8,5,2
206659_at,6,10,5,8,2,3,9,10,7,8,12,5,15,2,9,2,4,13,6,4
206660_at,6,10,1,11,15,15,8,3,13,5,8,15,11,2,2,2,15,2,15,13
206661_at,13,1,7,9,9,13,11,7,2,7,10,11,13,15,12,10,1,12,2,6
206662_at,6,10,1,11,2,3,2,1,7,5,9,5,15,2,9,2,4,3,11,10
206663_at,13,1,12,15,10,7,14,15,10,12,6,7,14,15,1,10,8,10,7,5
206664_at,12,4,5,8,8,12,9,10,7,8,1,12,7,6,4,8,12,13,6,4
206665_s_at,3,11,13,10,12,8,1,2,3,15,3,11,5,3,12,13,13,8,9,2
206666_at,5,13,1,11,4,4,2,1,13,5,9,1,9,14,15,14,15,3,11,10
206667_s_at,3,11,7,9,9,8,11,13,2,15,10,11,13,3,12,13,13,12,9,6
206668_s_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
206669_at,9,8,8,13,14,5,12,6,8,4,2,13,12,7,7,9,6,14,4,9
206670_s_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
206671_at,9,8,8,13,14,5,12,6,8,4,12,13,12,7,7,9,6,14,4,9
206672_at,3,11,7,10,12,8,1,2,3,15,3,11,5,3,12,13,13,8,9,2
206673_at,9,11,8,9,14,5,12,13,2,4,2,3,12,7,12,9,6,14,4,9
206674_at,12,10,5,8,2,3,9,6,7,8,12,13,7,2,9,8,4,13,6,4
206675_s_at,6,10,10,13,15,3,8,6,8,4,12,13,11,2,9,2,6,2,15,13
206676_at,9,8,8,13,14,5,12,11,8,4,2,13,12,7,7,9,6,14,4,9
206677_at,13,1,8,9,9,13,11,11,2,7,10,3,13,15,12,10,1,12,2,6
206678_at,6,10,5,8,2,3,9,1,7,8,9,5,15,2,9,2,4,13,6,10
206679_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
206680_at,11,1,12,15,10,7,14,15,10,12,6,7,14,15,1,3,8,10,7,5
206681_x_at,9,8,10,13,14,5,12,6,8,4,12,13,12,7,7,9,6,14,4,13
206682_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
206683_at,6,10,1,11,2,3,9,1,7,5,9,5,15,2,9,2,4,13,6,10
206684_s_at,13,1,8,15,10,13,11,11,2,7,2,3,13,15,1,10,1,12,2,5
206685_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
206686_at,6,8,10,13,15,15,8,6,8,4,12,13,11,2,7,2,6,2,15,13
206687_s_at,11,1,14,15,10,7,14,15,10,12,6,7,14,1,1,3,8,10,7,5
206688_s_at,9,1,8,15,10,5,14,11,10,12,2,3,14,15,1,9,6,10,4,5
206689_x_at,12,8,10,8,8,3,9,6,7,8,12,13,7,7,9,8,6,13,6,4
206690_at,9,8,10,13,15,15,8,6,8,4,12,13,11,7,7,9,6,2,15,13
206691_s_at,6,10,1,11,2,3,9,1,7,5,9,5,15,2,9,2,4,13,11,10
206692_at,12,4,13,10,8,12,1,2,3,14,1,12,7,6,4,8,12,8,5,4
206693_at,11,14,14,14,10,7,14,15,10,12,6,15,14,1,1,3,8,10,7,5
206694_at,13,1,12,15,10,7,14,15,10,12,6,7,14,15,1,10,8,10,7,5
206695_x_at,3,11,7,9,9,13,11,13,2,7,10,11,13,3,12,13,1,12,9,6
206696_at,11,14,14,14,10,7,14,15,10,12,6,15,14,1,1,3,8,10,7,5
206697_s_at,9,8,10,13,14,5,12,6,8,4,12,13,12,7,7,9,6,14,4,13
206698_at,5,14,14,14,11,15,2,3,13,10,8,1,9,14,15,14,15,3,10,3
206699_x_at,12,4,13,10,8,12,1,2,3,14,3,12,5,6,4,8,12,8,5,2
206700_s_at,3,11,7,9,9,8,11,13,2,15,10,11,13,3,12,13,13,12,9,6
206701_x_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
206702_at,6,10,10,11,15,3,8,6,7,5,12,5,11,2,9,2,4,2,15,13
206703_at,9,8,10,13,15,5,12,6,8,4,12,13,11,7,7,9,6,14,15,13
206704_at,11,1,12,15,10,7,14,15,10,12,6,7,14,15,1,3,8,10,7,5
206705_at,13,1,8,15,10,13,11,11,2,7,2,3,12,15,1,10,1,12,2,5
206706_at,11,8,8,13,10,7,14,11,10,12,2,3,14,1,1,3,8,10,7,5
206707_x_at,9,8,8,13,14,5,12,11,8,4,2,13,12,7,7,9,6,14,4,9
206708_at,11,14,14,14,10,7,14,15,10,12,6,15,14,1,1,3,8,10,7,5
206709_x_at,3,11,7,9,12,8,11,13,2,15,10,11,13,3,12,13,13,12,9,6
206710_s_at,11,14,14,14,10,7,14,15,10,12,8,15,14,1,2,3,8,10,7,5
206711_at,13,1,12,15,9,13,11,7,2,7,10,7,13,15,1,10,1,12,2,6
206712_at,12,4,13,10,8,12,1,2,3,14,3,12,7,6,4,8,12,8,5,2
206713_at,6,8,10,13,15,5,8,6,8,4,12,13,11,2,7,9,6,2,15,13
206714_at,11,14,14,14,15,15,8,3,13,10,8,15,11,1,2,3,15,2,15,13
206715_at,13,1,12,15,9,13,11,7,2,7,10,3,13,15,12,10,1,12,2,6
206716_at,11,14,14,14,11,7,14,15,10,12,6,15,14,1,1,3,8,10,7,3
206717_at,11,14,14,14,10,7,14,15,10,12,6,15,14,1,1,3,8,10,7,5
206718_at,3,11,7,9,12,8,1,13,2,15,3,11,5,3,12,13,13,8,9,2
206719_at,6,10,1,11,4,3,2,1,7,5,9,5,15,14,15,2,4,3,11,10
206720_at,6,10,5,8,2,3,9,10,7,8,1,5,7,2,9,8,4,13,6,4
206721_at,11,14,14,14,11,7,14,15,13,10,8,15,9,1,2,3,8,10,7,3
206722_s_at,11,14,14,14,11,7,14,15,10,10,8,15,14,1,2,3,8,10,7,3
206723_s_at,3,11,8,9,14,8,12,13,8,15,3,11,12,3,12,13,13,14,9,9
206724_at,6,10,1,11,2,3,9,1,7,5,9,5,15,2,9,2,4,13,11,10
206725_x_at,6,10,10,11,15,3,8,6,7,5,12,5,11,2,9,2,4,2,6,13
206726_at,11,14,14,14,15,15,8,3,13,10,8,15,11,1,2,3,15,2,15,13
206727_at,9,8,10,13,14,5,12,11,8,4,2,13,11,7,7,9,6,14,4,13
206728_at,6,10,1,11,2,3,9,1,7,5,9,5,15,2,9,2,4,13,11,10
206729_at,3,11,13,10,12,8,1,2,3,15,3,11,5,3,4,13,13,8,5,2
206730_at,11,1,12,15,10,7,14,15,10,12,6,7,14,15,1,3,8,10,7,5
206731_at,12,4,10,8,8,12,9,6,7,8,12,13,7,6,9,8,12,13,6,4
206732_at,6,10,1,11,15,3,8,1,7,5,9,5,15,2,9,2,4,2,11,10
206733_at,6,10,5,8,2,3,9,1,7,8,9,5,15,2,9,2,4,13,6,10
206734_at,9,8,8,9,14,5,12,11,2,4,2,3,12,7,12,9,6,14,4,9
206735_at,11,14,14,14,11,7,14,15,10,10,8,15,14,1,2,3,8,10,7,3
206736_x_at,13,1,7,9,9,13,11,13,2,7,10,3,13,15,12,10,1,12,2,6
206737_at,9,8,8,13,14,5,12,6,8,4,12,13,12,7,7,9,6,14,4,9
206738_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
206739_at,3,11,13,10,12,8,1,2,3,15,3,11,5,3,4,13,13,8,9,2
206740_x_at,6,10,1,11,15,3,8,1,7,5,9,5,15,2,9,2,4,2,6,10
206741_at,11,8,14,14,15,15,8,3,13,4,8,15,11,1,2,3,6,2,15,13
206742_at,9,8,10,13,15,5,8,6,8,4,12,13,11,7,7,9,6,2,15,13
206743_s_at,11,1,8,15,10,7,14,11,10,12,6,3,14,15,1,3,8,10,7,5
206744_s_at,11,14,14,14,10,7,14,15,10,12,6,15,14,1,1,3,8,10,7,5
206745_at,3,11,7,9,9,13,11,13,2,7,10,11,13,3,12,13,1,12,9,6
206746_at,12,4,13,10,8,12,1,2,3,14,3,12,5,6,4,8,12,8,5,2
206747_at,3,11,7,9,12,8,11,13,2,15,3,11,5,3,12,13,13,12,9,6
206748_s_at,11,14,14,14,11,7,14,15,10,12,6,15,14,1,1,3,8,10,7,3
206749_at,6,14,1,11,15,15,8,3,13,5,8,15,11,1,2,2,15,2,15,13
206750_at,3,11,13,10,12,8,1,2,3,15,3,11,5,3,4,13,13,8,9,2
206751_s_at,11,14,14,14,11,7,14,15,10,10,8,15,14,1,2,3,8,10,7,3
206752_s_at,13,1,12,15,9,13,11,7,2,7,10,7,13,15,1,10,1,12,2,6
206753_at,3,11,7,9,12,8,11,13,2,15,10,11,12,3,12,13,13,12,9,6
206754_s_at,11,14,14,14,15,15,8,3,13,10,8,15,11,1,2,3,15,2,15,13
206755_at,3,4,13,10,8,12,1,2,3,14,3,12,5,6,4,13,12,8,5,2
206756_at,13,1,8,15,10,13,14,11,10,12,2,3,14,15,1,10,1,10,2,5
206757_at,6,10,10,8,2,3,9,6,7,8,12,5,15,2,9,2,4,13,6,13
206758_at,9,8,8,9,14,5,12,11,2,7,2,3,12,7,12,9,6,14,4,9
206759_at,11,1,14,14,10,7,14,11,10,12,6,15,14,1,1,3,8,10,7,5
206760_s_at,3,11,7,9,12,8,1,13,2,15,3,11,5,3,12,13,13,8,9,2
206761_at,12,4,13,10,8,12,1,2,3,14,3,12,5,6,4,8,12,8,5,2
206762_at,12,4,13,10,8,12,1,6,3,14,12,12,7,6,4,8,12,8,5,4
206763_at,11,1,12,15,10,7,14,15,10,12,6,7,14,15,1,3,8,10,7,5
206764_x_at,2,14,14,5,11,14,4,15,15,10,13,8,9,8,10,7,11,6,7,3
206765_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
206766_at,9,8,10,13,15,5,8,11,8,4,12,13,11,7,7,9,6,2,15,13
206767_at,12,4,5,8,8,12,9,10,7,8,1,12,7,6,4,8,12,13,6,4
206768_at,12,4,13,10,8,12,1,2,3,14,3,12,5,6,4,8,12,8,5,2
206769_at,11,14,14,14,15,15,8,3,13,10,8,15,11,1,2,3,15,2,15,13
206770_s_at,9,8,13,10,14,5,12,6,3,4,3,13,12,7,7,9,6,14,4,9
206771_at,11,14,14,14,10,7,14,15,10,10,8,15,14,1,2,3,8,10,7,3
206772_at,13,1,12,15,10,7,14,15,10,12,6,7,14,15,1,10,8,10,7,5
206773_at,3,11,13,10,12,8,1,2,3,15,3,11,5,3,4,13,13,8,9,2
206774_at,6,10,1,11,15,15,8,3,13,5,9,5,11,2,9,2,15,2,15,13
206775_at,3,11,7,9,12,8,1,13,2,15,3,11,5,3,12,13,13,8,9,2
206776_x_at,11,8,14,13,15,5,8,11,8,4,8,15,11,1,2,3,6,2,15,13
206777_s_at,9,8,8,13,14,5,12,13,8,4,2,3,12,7,7,9,6,14,4,9
206778_at,12,4,13,10,8,12,1,2,3,14,3,12,7,6,4,8,12,8,5,2
206779_s_at,12,4,5,8,8,12,9,10,3,14,1,12,7,6,4,8,12,13,5,4
206780_at,6,8,10,11,15,15,8,3,13,10,8,15,11,1,2,2,15,2,15,13
206781_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
206782_s_at,13,1,7,9,9,13,11,7,2,7,10,11,13,15,12,10,1,12,2,6
206783_at,3,4,13,10,8,12,1,2,3,14,3,12,5,6,4,13,12,8,5,2
206784_at,13,1,12,15,9,13,11,7,2,7,2,3,13,15,1,10,1,12,2,5
206785_s_at,11,1,12,15,10,7,14,15,10,12,6,7,14,15,1,3,8,10,7,5
206786_at,11,14,14,14,15,7,8,3,13,10,8,15,11,1,2,3,8,2,15,13
206787_at,12,4,13,10,8,12,1,2,3,14,1,12,7,6,4,8,12,8,5,4
206788_s_at,6,10,1,11,2,3,9,1,7,5,9,5,15,2,9,2,4,13,6,10
206789_s_at,13,1,12,15,9,13,11,7,2,7,10,7,13,15,12,10,1,12,2,6
206790_s_at,9,8,10,13,15,5,8,6,8,4,12,13,11,7,7,9,6,2,15,13
206791_s_at,9,8,8,13,14,5,12,11,8,4,2,13,12,7,7,9,6,14,4,9
206792_x_at,3,11,7,9,12,8,1,13,2,15,3,11,5,3,12,13,13,8,9,2
206793_at,9,8,8,13,14,5,12,6,8,4,2,13,12,7,7,9,6,14,4,9
206794_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
206795_at,9,8,10,13,15,5,8,6,8,4,12,13,11,7,7,9,6,2,15,13
206796_at,12,4,13,8,8,12,1,10,3,14,1,12,7,6,4,8,12,8,5,4
206797_at,13,1,12,15,9,13,11,7,2,7,10,7,13,15,12,10,1,12,2,6
206798_x_at,3,11,7,9,12,8,11,13,2,15,3,11,5,3,12,13,13,12,9,6
206799_at,13,1,12,15,10,7,14,7,10,12,6,7,14,15,1,10,1,10,2,5
206800_at,11,14,14,14,10,7,14,11,10,10,8,15,11,1,2,3,8,10,15,13
206801_at,11,14,10,14,15,15,8,3,13,10,8,15,11,1,2,3,15,2,15,13
206802_at,6,14,1,11,15,15,8,3,13,10,8,15,11,1,2,2,15,2,15,13
206803_at,13,1,12,15,10,13,14,7,10,12,6,7,14,15,1,10,1,10,2,5
206804_at,6,10,5,8,2,3,9,6,7,8,12,5,7,2,9,2,4,13,6,4
206805_at,12,4,13,10,8,12,1,2,3,14,3,12,7,6,4,8,12,8,5,2
206806_at,3,4,13,10,8,12,1,2,3,14,3,12,5,6,4,13,12,8,5,2
206807_s_at,6,10,5,8,2,3,9,1,7,8,9,5,15,2,9,2,4,13,6,4
206808_at,12,4,13,8,8,12,9,6,3,14,1,12,7,6,4,8,12,13,6,4
206809_s_at,6,10,1,11,2,3,9,1,7,5,9,5,15,2,9,2,4,13,11,10
206810_at,6,10,1,11,15,15,8,1,13,5,9,5,15,2,2,2,15,2,11,10
206811_at,6,10,10,11,15,3,8,6,7,5,12,13,11,2,9,2,4,2,15,13
206812_at,6,10,5,8,2,3,9,6,7,8,12,5,7,2,9,2,4,13,6,4
206813_at,12,4,5,8,8,3,9,10,7,8,1,5,7,6,9,8,4,13,6,4
206814_at,6,8,10,13,15,15,8,6,13,4,12,13,11,2,7,2,6,2,15,13
206815_at,13,1,12,15,9,13,11,7,2,7,10,3,13,15,1,10,1,12,2,5
206816_s_at,3,11,13,10,12,8,1,2,3,15,3,11,5,3,12,13,13,8,9,2
206817_x_at,6,14,1,11,15,15,8,3,13,10,8,15,11,1,2,2,15,2,15,13
206818_s_at,2,14,14,5,11,14,4,15,15,10,13,8,9,8,10,7,11,6,7,3
206819_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
206820_at,3,4,13,10,12,12,1,2,3,14,3,12,5,6,4,13,12,8,5,2
206821_x_at,12,4,5,8,8,12,9,10,3,14,1,12,7,6,4,8,12,13,6,4
206822_s_at,3,11,7,9,12,8,11,13,2,15,10,11,13,3,12,13,13,12,9,6
206823_at,3,11,7,9,14,8,11,13,2,15,2,11,12,3,12,13,13,12,9,9
206824_at,12,4,5,8,8,12,9,10,3,14,1,12,7,6,4,8,12,13,5,4
206825_at,12,4,13,10,8,12,1,2,3,14,3,12,5,6,4,8,12,8,5,2
206826_at,12,4,5,8,8,12,9,10,7,8,1,12,7,6,4,8,12,13,6,4
206827_s_at,12,4,5,8,2,3,9,10,7,8,1,5,7,6,9,8,4,13,6,4
206828_at,6,10,5,8,2,3,9,1,7,8,9,5,15,2,9,2,4,13,6,10
206829_x_at,6,10,1,11,2,3,2,1,7,5,9,5,15,2,9,2,4,3,11,10
206830_at,3,11,8,9,14,8,12,13,2,15,2,3,12,3,12,13,13,14,4,9
206831_s_at,11,14,14,14,15,15,8,11,13,10,8,15,11,1,2,3,6,2,15,13
206832_s_at,9,4,13,10,14,5,1,2,3,14,3,13,12,7,7,9,6,8,4,9
206833_s_at,12,4,13,10,8,12,1,2,3,14,3,12,7,6,4,8,12,8,5,2
206834_at,6,10,10,13,15,3,9,6,7,8,12,13,11,2,9,2,4,13,6,13
206835_at,12,4,10,8,8,12,9,6,3,14,12,13,7,6,4,8,12,13,6,4
206836_at,6,10,1,11,2,3,9,1,7,5,9,5,15,2,9,2,4,13,11,10
206837_at,12,4,10,8,8,12,9,6,7,8,12,13,7,6,9,8,12,13,6,4
206838_at,6,10,10,11,15,3,9,6,7,8,12,5,11,2,9,2,4,13,6,13
206839_at,11,1,14,15,10,7,14,15,10,12,6,7,14,1,1,3,8,10,7,5
206840_at,6,10,10,13,15,3,9,6,7,8,12,13,11,2,9,2,4,13,6,13
206841_at,6,10,1,11,15,15,8,3,13,5,9,5,11,2,2,2,15,2,15,13
206842_at,11,14,14,14,11,15,8,3,13,10,8,15,11,1,2,3,15,2,15,3
206843_at,13,1,12,15,10,7,14,11,10,12,6,7,14,15,1,10,8,10,7,5
206844_at,9,8,10,13,15,5,12,6,8,4,12,13,11,7,7,9,6,14,6,13
206845_s_at,13,11,8,9,14,13,11,11,2,7,2,3,12,15,12,10,1,12,4,9
206846_s_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
206847_s_at,9,8,10,13,14,5,12,6,8,4,12,13,12,7,7,9,6,14,4,9
206848_at,6,10,10,8,15,3,9,6,7,8,12,13,7,2,9,2,4,13,6,13
206849_at,3,11,7,9,9,8,11,13,2,15,10,11,13,3,12,13,13,12,9,6
206850_at,6,10,5,8,2,3,9,6,7,8,12,5,7,2,9,2,4,13,6,4
206851_at,3,11,13,10,12,8,1,2,3,15,3,12,5,3,4,13,13,8,5,2
206852_at,12,4,13,13,8,12,12,6,8,14,12,13,7,7,7,8,12,14,4,9
206853_s_at,11,14,14,14,11,7,14,15,13,10,8,15,9,1,2,3,8,10,7,3
206854_s_at,13,1,12,15,10,7,14,15,10,12,6,7,14,15,1,10,8,10,7,5
206855_s_at,6,8,10,13,15,15,8,3,13,4,12,13,11,7,2,2,15,2,15,13
206856_at,13,1,12,9,9,13,11,7,2,7,10,3,13,15,12,10,1,12,2,6
206857_s_at,6,10,10,11,15,15,8,3,13,5,12,13,11,2,9,2,15,2,15,13
206858_s_at,9,8,8,13,14,5,12,11,8,4,2,3,12,7,7,9,6,14,4,9
