1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
201639_s_at,6,5,1,5,7,5,3,2,1,4,3,4,7,2,3
201640_x_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201641_at,3,3,7,3,4,6,4,8,2,6,8,6,8,4,2
201642_at,6,5,1,5,7,5,3,2,1,4,3,4,7,2,3
201643_x_at,7,7,5,4,7,5,3,7,4,2,7,2,7,2,6
201644_at,6,7,1,5,7,5,3,7,6,4,3,4,6,2,6
201645_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201646_at,4,5,1,6,1,4,8,2,1,5,7,8,7,7,3
201647_s_at,7,3,5,3,4,2,4,8,2,6,8,5,3,3,2
201648_at,7,7,5,4,4,2,3,7,4,2,7,2,7,3,6
201649_at,7,3,5,3,4,2,4,3,4,6,8,5,3,3,2
201650_at,4,5,1,6,1,4,8,2,5,5,5,8,2,7,3
201651_s_at,3,3,7,3,4,6,4,8,2,6,7,5,7,4,2
201652_at,4,5,1,5,7,4,8,2,1,4,3,8,2,7,3
201653_at,4,8,7,6,1,4,8,6,1,5,5,8,7,7,3
201654_s_at,7,7,5,4,4,2,3,7,4,2,6,2,3,3,6
201655_s_at,4,8,7,6,1,4,8,6,1,5,5,8,7,7,3
201656_at,4,5,1,5,7,4,3,2,1,4,3,4,6,7,3
201657_at,5,3,6,3,8,2,4,8,2,6,8,5,8,3,2
201658_at,4,5,1,5,7,4,8,2,1,4,3,8,2,7,3
201659_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201660_at,6,5,1,5,7,5,3,7,6,4,3,4,6,2,6
201661_s_at,3,8,7,6,1,6,8,8,2,6,5,6,8,4,2
201662_s_at,3,3,7,3,4,6,4,8,2,6,8,5,8,4,2
201663_s_at,6,7,1,5,7,5,3,7,6,4,6,2,6,2,6
201664_at,3,8,7,6,1,6,8,6,5,5,5,6,8,4,2
201665_x_at,3,8,7,6,1,6,8,8,2,5,7,6,7,4,2
201666_at,7,3,5,4,4,2,4,3,4,2,8,5,3,3,6
201667_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201668_x_at,6,5,1,5,7,5,3,7,6,4,3,4,6,2,6
201669_s_at,7,3,5,4,4,2,4,8,4,2,7,5,7,3,2
201670_s_at,3,3,7,3,4,6,4,8,2,6,8,5,8,4,2
201671_x_at,7,3,5,4,4,2,4,3,4,2,8,5,3,3,6
201672_s_at,6,7,5,4,7,5,3,7,4,2,7,2,3,2,6
201673_s_at,3,3,7,3,1,6,4,8,2,6,8,6,8,4,2
201674_s_at,3,8,7,6,1,6,8,6,5,5,5,6,8,4,2
201675_at,6,7,5,4,7,5,3,7,6,2,6,2,6,2,6
201676_x_at,4,5,1,6,1,4,8,2,1,5,5,8,7,7,3
201677_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201678_s_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,2
201679_at,7,7,5,4,4,2,3,7,4,2,6,2,3,3,6
201680_x_at,6,7,5,4,7,5,3,7,6,2,6,2,3,2,6
201681_s_at,7,7,5,4,4,2,4,3,4,2,7,5,3,3,6
201682_at,6,5,1,5,7,5,3,2,6,4,3,4,6,2,3
201683_x_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,2
201684_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201685_s_at,3,8,7,6,1,6,8,6,2,5,5,6,7,4,2
201686_x_at,3,8,7,6,1,6,8,6,5,5,5,6,8,4,2
201687_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201688_s_at,7,7,5,4,4,2,4,3,4,2,7,5,3,3,6
201689_s_at,7,3,5,3,4,2,4,8,4,6,8,5,3,3,2
201690_s_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201691_s_at,7,7,5,4,4,2,3,7,4,2,6,2,3,3,6
201692_at,7,3,5,3,4,2,4,3,4,2,8,5,3,3,6
201693_s_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201694_s_at,6,5,1,5,7,5,3,2,1,4,7,4,7,2,3
201695_s_at,7,7,5,4,4,2,3,3,4,2,7,2,3,3,6
201696_at,3,8,7,6,1,6,8,8,2,6,5,6,8,4,2
201697_s_at,7,7,5,4,4,2,3,3,4,2,6,2,3,3,6
201698_s_at,7,3,5,4,4,2,4,3,4,2,6,5,3,3,6
201699_at,6,5,1,5,7,5,3,2,1,4,7,4,7,2,6
201700_at,3,3,6,3,8,6,4,8,2,6,8,6,8,4,2
201701_s_at,4,5,1,5,7,4,8,2,1,4,3,8,7,7,3
201702_s_at,3,3,7,3,1,6,4,8,2,6,8,6,8,4,2
201703_s_at,7,3,5,3,4,2,4,8,2,6,8,5,8,3,2
201704_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201705_at,5,3,6,3,8,8,4,4,7,6,8,7,4,1,7
201706_s_at,3,8,7,6,1,6,8,6,5,5,5,8,7,4,2
201707_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201708_s_at,7,3,5,4,4,2,4,3,4,2,6,5,3,3,6
201709_s_at,7,7,5,4,4,2,3,7,4,2,7,5,3,3,6
201710_at,6,5,1,5,7,5,3,7,6,4,3,4,6,2,6
201711_x_at,6,5,1,5,7,5,3,2,6,4,3,4,6,2,3
201712_s_at,7,3,5,3,4,2,4,8,4,6,8,5,3,3,2
201713_s_at,6,5,1,5,7,5,3,2,6,4,3,4,6,2,3
201714_at,6,7,5,4,7,5,3,7,4,2,6,2,3,2,6
201715_s_at,6,7,5,4,7,5,3,7,6,2,6,2,6,2,6
201716_at,3,8,7,6,1,6,8,6,2,5,5,6,7,4,2
201717_at,3,3,6,3,8,6,4,8,2,6,8,6,8,4,2
201718_s_at,4,8,7,6,1,4,8,6,5,5,5,8,7,7,2
201719_s_at,4,5,1,5,7,4,3,2,1,4,3,4,7,7,3
201720_s_at,4,5,1,5,7,4,3,2,1,4,3,4,6,7,3
201721_s_at,3,3,7,3,1,6,4,8,2,6,8,6,8,4,2
201722_s_at,5,2,6,3,8,8,6,4,7,1,8,7,4,1,7
201723_s_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201724_s_at,4,5,1,6,7,4,8,2,1,5,7,8,7,7,3
201725_at,5,4,4,2,3,1,7,3,3,3,2,7,4,1,7
201726_at,3,8,7,6,1,6,8,8,2,5,7,5,7,4,2
201727_s_at,3,3,7,6,1,6,4,8,2,6,7,5,7,4,2
201728_s_at,7,7,5,4,4,2,3,7,4,2,6,2,3,3,6
201729_s_at,3,8,7,6,1,6,8,6,2,5,5,6,8,4,2
201730_s_at,6,5,1,5,7,5,3,2,1,4,7,4,7,2,3
201731_s_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201732_s_at,7,3,5,3,4,2,4,3,4,6,8,5,3,3,2
201733_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201734_at,3,3,7,3,4,6,4,8,2,6,8,6,8,4,2
201735_s_at,3,3,7,3,4,6,4,8,2,6,7,5,8,4,2
201736_s_at,3,8,7,3,1,6,8,8,2,6,5,6,8,4,2
201737_s_at,3,3,7,3,1,6,4,8,2,6,8,6,8,4,2
201738_at,7,3,5,3,4,2,4,8,4,6,8,5,3,3,2
201739_at,3,3,7,3,4,6,4,8,2,6,8,6,8,4,2
201740_at,7,3,5,3,4,2,4,8,4,6,8,5,3,3,2
201741_x_at,3,8,7,6,1,6,8,6,2,5,5,6,8,4,2
201742_x_at,6,7,1,4,7,5,3,7,6,2,6,2,6,2,6
201743_at,6,7,5,4,7,5,3,7,6,2,6,2,3,2,6
201744_s_at,7,7,5,4,4,2,4,3,4,2,7,5,3,3,6
201745_at,7,7,5,4,4,2,3,7,4,2,6,2,3,3,6
201746_at,3,3,5,3,4,6,4,8,2,6,8,5,8,4,2
201747_s_at,6,5,1,5,7,5,3,7,6,4,3,4,6,2,3
201748_s_at,3,3,7,6,1,6,4,8,2,6,7,5,7,4,2
201749_at,7,3,5,4,4,2,4,8,4,2,7,5,7,3,6
201750_s_at,3,8,7,6,1,6,8,6,5,5,5,6,8,4,2
201751_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201752_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201753_s_at,4,5,1,5,7,4,3,2,1,4,3,4,6,7,3
201754_at,7,3,5,4,4,2,4,8,4,2,7,5,7,3,6
201755_at,7,7,5,4,4,2,3,3,4,2,6,2,3,3,6
201756_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201757_at,4,8,7,6,1,4,8,6,5,5,5,8,7,7,2
201758_at,6,7,1,5,7,5,3,7,6,4,3,4,6,2,6
201759_at,7,3,5,4,4,2,4,8,4,2,7,5,3,3,2
201760_s_at,3,8,7,6,1,6,8,8,2,5,5,6,7,4,2
201761_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201762_s_at,4,5,1,5,7,4,3,2,1,4,7,8,7,7,3
201763_s_at,6,5,1,5,7,5,3,2,1,4,7,4,7,2,6
201764_at,3,3,7,3,1,6,4,8,2,6,8,6,8,4,2
201765_s_at,3,8,7,6,1,6,8,8,2,5,5,6,8,4,2
201766_at,7,3,5,4,4,2,4,3,4,2,6,2,3,3,6
201767_s_at,6,5,1,5,7,5,3,2,1,4,3,4,7,2,3
201768_s_at,7,3,5,4,4,2,4,3,4,2,6,5,3,3,6
201769_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201770_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201771_at,3,8,7,6,1,6,8,6,2,5,5,6,8,4,2
201772_at,6,7,5,4,7,5,3,7,4,2,7,2,3,2,6
201773_at,4,5,1,6,1,4,8,2,1,5,7,8,7,7,3
201774_s_at,3,8,7,6,1,6,8,6,5,5,5,6,2,4,2
201775_s_at,7,3,5,4,4,2,4,3,4,2,7,5,3,3,6
201776_s_at,3,3,7,3,4,6,4,8,2,6,7,5,7,4,2
201777_s_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201778_s_at,6,7,5,4,7,5,3,7,6,2,6,2,3,2,6
201779_s_at,6,5,1,5,7,5,3,2,1,4,7,4,7,2,3
201780_s_at,4,5,1,6,1,4,8,2,1,5,7,8,7,7,3
201781_s_at,7,7,5,4,4,2,4,3,4,2,7,5,3,3,6
201782_s_at,4,8,7,6,1,4,8,2,1,5,5,8,7,7,3
201783_s_at,4,5,1,6,1,4,8,2,5,5,5,8,2,7,3
201784_s_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201785_at,4,8,7,6,1,4,8,6,5,5,5,8,7,7,3
201786_s_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201787_at,7,3,5,4,4,2,4,8,4,2,7,5,7,3,6
201788_at,7,3,5,4,4,2,4,3,4,2,7,5,3,3,6
201789_at,3,8,7,6,1,6,8,6,2,5,5,6,8,4,2
201790_s_at,3,3,7,3,1,6,4,8,2,6,8,6,8,4,2
201791_s_at,3,3,7,3,1,6,4,8,2,6,7,5,8,4,2
201792_at,7,3,5,3,4,2,4,8,2,6,8,5,3,3,2
201793_x_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201794_s_at,3,8,7,6,1,6,8,6,2,5,5,6,8,4,2
201795_at,7,7,5,4,4,2,3,3,4,2,7,5,3,3,6
201796_s_at,4,8,7,6,1,4,8,6,5,5,5,8,7,7,3
201797_s_at,7,7,5,4,4,2,4,3,4,2,7,5,3,3,6
201798_s_at,7,5,5,4,4,2,3,2,1,2,7,5,7,3,6
201799_s_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201800_s_at,4,5,1,5,7,4,3,2,1,4,3,4,6,7,3
201801_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201802_at,3,8,7,6,1,6,8,6,5,5,5,8,7,4,2
201803_at,6,7,1,5,7,5,3,7,6,4,6,2,6,2,6
201804_x_at,3,8,7,6,1,6,8,6,5,5,5,6,2,4,2
201805_at,4,5,1,5,7,4,8,2,1,4,3,8,2,7,3
201806_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201807_at,7,7,5,4,4,2,3,7,4,2,6,2,3,3,6
201808_s_at,7,3,7,6,4,6,4,8,2,2,7,5,7,4,2
201809_s_at,3,8,7,6,1,6,8,6,5,5,5,8,2,4,2
201810_s_at,7,4,5,4,4,2,4,3,4,2,6,2,3,3,6
201811_x_at,3,8,7,6,1,6,8,6,5,5,5,6,8,4,2
201812_s_at,3,8,7,6,1,6,8,6,5,5,5,6,8,4,2
201813_s_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201814_at,3,8,7,6,1,6,8,8,2,6,5,6,8,4,2
201815_s_at,6,5,1,5,7,5,3,7,6,4,3,4,6,2,3
201816_s_at,7,3,5,3,4,2,4,3,4,6,8,5,3,3,2
201817_at,3,3,7,3,1,6,4,8,2,6,7,5,8,4,2
201818_at,7,3,5,4,4,2,4,3,4,2,7,5,3,3,6
201819_at,7,7,5,4,4,2,4,3,4,2,7,5,3,3,6
201820_at,7,3,5,4,4,2,4,3,4,2,7,5,3,3,6
201821_s_at,7,7,5,4,4,2,4,3,4,2,7,5,3,3,6
201822_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201823_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201824_at,7,7,5,4,4,2,4,3,4,2,7,5,3,3,6
201825_s_at,7,3,5,4,4,2,4,3,4,2,7,5,3,3,6
201826_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201827_at,6,5,1,5,7,5,3,2,6,4,3,4,6,2,3
201828_x_at,4,5,1,6,1,4,8,2,1,5,3,8,7,7,3
201829_at,7,3,5,3,4,2,4,8,4,6,8,5,3,3,2
201830_s_at,6,7,5,4,7,5,3,7,6,2,6,2,3,2,6
201831_s_at,7,3,5,3,4,2,4,8,2,6,8,5,8,3,2
201832_s_at,7,3,5,4,4,2,4,8,4,2,7,5,7,3,2
201833_at,3,8,7,6,1,6,8,6,2,5,5,6,8,4,2
201834_at,3,3,7,3,1,6,4,8,2,6,7,5,8,4,2
201835_s_at,6,7,5,4,7,5,3,7,6,2,6,2,3,2,6
201836_s_at,4,5,1,5,7,4,3,2,1,4,3,8,7,7,3
201837_s_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201838_s_at,6,5,1,5,7,5,3,2,1,4,7,4,7,2,6
201839_s_at,4,5,1,6,1,4,8,2,1,5,5,8,2,7,3
201840_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201841_s_at,4,5,1,6,1,4,8,2,1,5,5,8,7,7,3
201842_s_at,6,7,1,5,7,5,3,7,6,4,3,4,6,2,6
201843_s_at,4,8,7,6,1,4,8,2,1,5,7,8,7,7,3
201844_s_at,7,3,5,3,4,2,4,8,2,6,8,5,3,3,2
201845_s_at,3,3,7,3,4,6,4,8,2,6,8,6,8,4,2
201846_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201847_at,3,8,7,6,1,6,8,6,2,5,5,6,8,4,2
201848_s_at,6,5,1,5,7,5,3,2,1,4,7,4,7,2,6
201849_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201850_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201851_at,3,3,7,3,4,6,4,8,2,6,8,5,8,4,2
201852_x_at,4,5,1,5,7,4,3,2,1,4,3,4,7,7,3
201853_s_at,6,5,1,5,7,5,3,2,1,4,3,4,6,2,3
201854_s_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201855_s_at,7,7,5,4,4,2,4,3,4,2,6,2,3,3,6
201856_s_at,7,3,5,3,4,2,4,8,4,6,8,5,3,3,2
201857_at,7,7,5,4,4,2,3,2,1,2,7,5,7,3,6
201858_s_at,3,3,7,3,1,6,4,8,2,6,8,6,8,4,2
201859_at,7,7,5,4,4,2,3,7,4,2,7,5,3,3,6
201860_s_at,4,8,7,6,1,4,8,6,5,5,5,8,2,7,3
201861_s_at,4,5,1,6,7,4,8,2,1,5,7,8,7,7,3
201862_s_at,6,7,5,4,7,5,3,7,1,2,7,4,7,2,6
201863_at,7,3,5,3,4,2,4,3,4,6,8,5,3,3,2
201864_at,3,8,7,6,1,6,8,6,5,5,5,6,8,4,2
201865_x_at,4,8,7,6,1,4,8,6,1,5,5,8,7,7,3
201866_s_at,4,8,7,6,1,4,8,6,5,5,5,8,7,7,3
201867_s_at,4,8,7,6,1,4,8,6,5,5,5,8,7,7,2
201868_s_at,7,5,5,4,4,2,4,2,1,2,7,5,7,3,6
201869_s_at,7,3,5,3,4,2,4,8,2,6,8,5,8,3,2
201870_at,6,7,1,5,7,5,3,7,6,4,3,4,6,2,6
201871_s_at,3,8,7,6,1,6,8,6,5,5,5,6,8,4,2
