1,2,3,4,5,6,7,8,9,10
201528_at,7,1,2,8,5,1,1,8,8,6
201529_s_at,3,8,7,6,7,10,6,2,6,4
201530_x_at,3,8,7,2,10,10,6,10,6,4
201531_at,3,8,7,6,10,10,6,10,6,4
201532_at,7,6,7,7,7,1,10,2,6,5
201533_at,4,5,5,10,2,9,2,3,3,7
201534_s_at,5,4,10,9,3,8,3,7,9,8
201535_at,7,6,2,7,5,1,10,8,7,6
201536_at,3,7,1,2,7,10,8,2,1,5
201537_s_at,6,8,10,6,10,4,6,10,6,4
201538_s_at,3,6,1,2,7,10,10,2,1,5
201539_s_at,3,6,1,7,7,10,10,2,1,5
201540_at,7,6,2,7,7,1,10,2,7,5
201541_s_at,7,6,2,7,5,1,10,8,7,6
201542_at,5,1,4,8,5,8,1,8,8,6
201543_s_at,4,5,5,10,10,9,2,10,3,7
201544_x_at,6,4,10,9,3,4,3,7,9,8
201545_s_at,5,1,4,8,5,8,1,8,8,6
201546_at,5,1,4,8,3,8,1,7,8,8
201547_at,3,7,7,2,7,10,8,2,6,4
201548_s_at,4,5,5,10,10,9,2,10,3,7
201549_x_at,5,1,4,8,5,8,1,8,8,6
201550_x_at,6,8,10,10,10,4,6,10,3,4
201551_s_at,7,1,2,8,5,1,1,8,8,6
201552_at,3,7,1,2,7,10,8,2,1,5
201553_s_at,3,8,7,6,10,10,6,10,6,4
201554_x_at,7,6,2,7,7,1,10,2,7,5
201555_at,3,7,1,2,7,10,8,2,1,5
201556_s_at,7,6,2,8,5,1,10,8,7,6
201557_at,6,4,10,9,3,4,3,7,9,8
201558_at,3,7,1,2,7,10,8,2,1,5
201559_s_at,6,8,7,6,10,4,6,10,6,4
201560_at,6,4,10,9,3,4,3,7,9,8
201561_s_at,3,8,7,6,10,10,6,10,6,4
201562_s_at,7,6,2,7,5,1,10,8,7,6
201563_at,3,6,1,7,7,10,10,2,7,5
201564_s_at,5,4,4,9,3,8,3,7,9,8
201565_s_at,3,8,7,6,7,10,6,2,6,4
201566_x_at,7,1,2,8,5,1,1,8,8,6
201567_s_at,6,4,10,9,3,4,3,7,9,8
201568_at,3,7,1,2,7,10,8,2,1,5
201569_s_at,6,8,7,6,10,4,6,10,6,4
201570_at,3,7,1,2,10,10,8,10,1,4
201571_s_at,6,4,10,9,3,4,3,7,9,8
201572_x_at,7,6,7,6,7,1,10,2,6,4
201573_s_at,5,4,4,9,3,8,3,7,9,8
201574_at,3,6,1,7,7,10,10,2,7,5
201575_at,6,8,5,10,10,4,6,10,3,4
201576_s_at,3,7,1,2,7,10,8,2,1,5
201577_at,6,5,10,10,10,4,2,10,3,7
201578_at,5,1,4,8,5,8,1,8,8,6
201579_at,5,4,4,6,3,8,1,7,6,8
201580_s_at,4,7,5,2,10,9,8,10,3,7
201581_at,4,5,5,4,8,9,2,9,10,1
201582_at,3,6,1,7,7,10,10,2,7,5
201583_s_at,7,8,7,6,5,1,6,8,6,6
201584_s_at,6,8,7,6,10,4,6,10,6,4
201585_s_at,7,1,4,8,5,1,1,8,8,6
201586_s_at,3,7,1,2,10,10,8,10,1,4
201587_s_at,3,6,1,7,7,10,10,2,7,5
201588_at,7,6,2,7,7,1,10,2,7,5
201589_at,5,1,4,6,5,8,1,8,6,6
201590_x_at,3,6,1,7,7,10,10,2,7,5
201591_s_at,5,4,10,9,3,8,3,7,9,8
201592_at,5,4,4,9,3,8,3,7,9,8
201593_s_at,3,8,7,6,7,10,6,2,6,4
201594_s_at,3,7,1,2,7,10,8,2,1,5
201595_s_at,6,8,7,6,3,4,6,7,6,4
201596_x_at,3,7,1,2,10,10,8,10,1,4
201597_at,6,8,7,6,10,4,6,10,6,4
201598_s_at,7,6,7,6,5,1,10,8,6,6
201599_at,5,1,4,9,3,8,1,7,8,8
201600_at,6,4,7,6,3,4,3,7,6,8
201601_x_at,5,1,4,6,5,8,1,8,8,8
201602_s_at,4,5,5,10,10,9,2,10,3,7
201603_at,3,7,1,2,7,10,8,2,1,4
201604_s_at,6,8,7,6,3,4,6,7,6,8
201605_x_at,6,5,5,10,10,4,2,10,3,4
201606_s_at,3,7,1,2,7,10,8,2,1,5
201607_at,6,8,10,9,10,4,6,10,9,8
201608_s_at,5,1,4,8,5,8,1,8,8,6
201609_x_at,7,1,4,8,5,1,1,8,8,6
201610_at,6,4,10,9,3,4,3,7,9,8
201611_s_at,5,4,4,9,3,8,3,7,9,8
201612_at,3,7,1,2,7,10,8,2,1,5
201613_s_at,7,1,7,6,5,1,1,8,6,6
201614_s_at,6,4,10,9,3,4,3,7,9,8
201615_x_at,7,8,7,6,5,1,6,8,6,4
201616_s_at,6,8,7,6,10,4,6,10,6,4
201617_x_at,3,7,1,2,7,10,8,2,1,5
201618_x_at,4,7,5,2,10,9,8,10,3,7
201619_at,7,8,7,6,7,1,6,2,6,4
201620_at,4,5,5,10,10,9,2,10,3,7
201621_at,3,7,1,2,7,10,8,2,1,5
201622_at,3,7,1,2,7,10,8,2,1,5
201623_s_at,5,4,4,9,3,8,3,7,9,8
201624_at,7,1,2,8,5,1,1,8,8,6
201625_s_at,5,1,4,8,3,8,1,7,8,8
201626_at,5,1,4,8,3,8,1,7,8,8
201627_s_at,6,4,10,10,3,4,3,7,9,8
201628_s_at,6,8,7,6,10,4,6,10,6,4
201629_s_at,6,4,10,9,3,4,3,7,9,8
201630_s_at,6,8,7,6,5,4,6,8,6,4
201631_s_at,3,7,1,2,7,10,8,2,1,5
201632_at,3,7,1,2,10,10,8,10,1,4
201633_s_at,5,1,4,8,5,8,1,8,8,6
201634_s_at,7,6,2,7,7,1,10,2,7,5
201635_s_at,6,8,7,6,10,4,6,10,6,4
201636_at,6,4,10,9,3,4,3,7,9,8
201637_s_at,4,5,5,10,10,9,2,10,3,7
201638_s_at,7,8,7,6,5,1,6,8,6,6
201639_s_at,3,7,1,2,7,10,8,2,1,4
201640_x_at,6,8,10,6,3,4,6,7,6,8
201641_at,3,7,1,2,10,10,8,10,1,4
201642_at,6,4,10,9,3,4,3,7,9,8
201643_x_at,6,5,10,10,10,4,2,10,3,7
201644_at,5,4,4,9,3,8,3,7,8,8
201645_at,5,1,4,8,5,8,1,8,8,6
201646_at,7,1,2,6,5,1,1,8,6,6
201647_s_at,9,9,9,4,8,6,9,9,10,1
201648_at,3,8,7,6,7,10,6,2,6,4
201649_at,6,8,7,6,10,4,6,10,6,4
201650_at,7,1,2,8,5,1,1,8,8,6
201651_s_at,7,6,2,7,5,1,10,8,7,6
201652_at,3,7,7,2,10,10,8,10,1,4
201653_at,5,1,4,8,5,8,1,8,8,6
201654_s_at,5,4,4,9,3,8,3,7,8,8
201655_s_at,5,1,7,6,5,8,1,8,6,6
201656_at,6,5,10,10,10,4,2,10,3,7
201657_at,6,8,7,6,10,4,6,10,6,4
201658_at,3,7,1,2,10,10,8,10,1,4
201659_s_at,4,5,3,10,2,9,2,3,5,7
201660_at,6,4,10,9,3,4,3,7,9,8
201661_s_at,6,4,10,9,3,4,3,7,9,8
201662_s_at,7,1,2,8,5,1,1,8,7,6
201663_s_at,7,1,2,8,5,1,1,8,8,6
201664_at,7,8,7,6,5,1,6,8,6,4
201665_x_at,3,7,1,2,7,10,8,2,1,5
201666_at,7,1,2,8,5,1,1,8,8,6
201667_at,3,7,1,2,7,10,8,2,1,5
201668_x_at,5,1,4,8,5,8,1,8,8,6
201669_s_at,4,5,5,10,10,9,2,10,3,7
201670_s_at,7,1,7,6,5,1,1,8,6,6
201671_x_at,3,7,1,2,7,10,8,2,1,5
201672_s_at,4,5,10,10,2,9,2,3,3,7
201673_s_at,3,7,1,2,7,10,8,2,1,5
201674_s_at,6,8,7,6,10,4,6,10,6,4
201675_at,6,8,10,10,10,4,6,10,3,4
201676_x_at,5,4,4,9,3,8,3,7,9,8
201677_at,6,8,10,10,10,4,6,10,3,4
201678_s_at,6,8,7,6,10,4,6,10,6,4
201679_at,3,8,7,6,7,10,6,2,6,4
201680_x_at,6,4,10,9,3,4,3,7,9,8
201681_s_at,3,8,7,6,10,10,6,10,6,4
201682_at,7,8,7,6,7,1,6,2,6,4
201683_x_at,7,1,4,8,5,1,1,8,8,6
201684_s_at,4,5,5,10,2,9,2,3,3,7
201685_s_at,4,5,5,10,10,9,2,10,3,7
201686_x_at,5,4,10,9,3,8,3,7,9,8
201687_s_at,3,7,1,2,7,10,8,2,1,5
201688_s_at,3,8,7,6,10,10,6,10,6,4
201689_s_at,5,1,4,8,3,8,1,7,8,8
201690_s_at,5,4,4,9,3,8,3,7,9,8
201691_s_at,7,6,2,7,5,1,10,8,7,6
201692_at,3,8,7,6,10,10,6,10,6,4
201693_s_at,4,7,5,10,10,9,8,10,3,7
201694_s_at,7,6,2,7,5,1,10,8,7,6
201695_s_at,3,7,7,2,10,10,8,10,1,4
201696_at,6,8,7,6,10,4,6,10,6,4
201697_s_at,6,8,7,6,10,4,6,10,6,4
201698_s_at,5,1,4,8,5,8,1,8,8,6
201699_at,4,7,5,10,10,9,8,10,3,7
201700_at,7,6,2,7,5,1,10,8,7,6
201701_s_at,6,4,10,9,3,4,3,7,9,8
201702_s_at,3,7,1,2,7,10,8,2,1,5
201703_s_at,5,1,4,8,5,8,1,8,8,6
201704_at,3,7,1,2,10,10,8,10,1,4
201705_at,3,7,1,2,7,10,8,2,1,4
201706_s_at,6,8,10,10,10,4,6,10,3,4
201707_at,6,8,7,6,10,4,6,10,6,4
201708_s_at,7,6,2,7,7,1,10,2,7,5
201709_s_at,3,7,1,2,7,10,8,2,1,5
201710_at,6,8,7,6,10,4,6,10,6,4
201711_x_at,7,6,2,6,5,1,10,8,6,6
201712_s_at,7,6,2,7,5,1,10,8,7,6
201713_s_at,6,4,10,9,3,4,3,7,9,8
201714_at,5,4,4,9,3,8,3,7,9,8
201715_s_at,3,7,1,2,7,10,8,2,1,5
201716_at,7,8,7,6,5,1,6,8,6,4
201717_at,6,5,10,10,3,4,2,7,3,7
201718_s_at,5,1,4,6,5,8,1,8,6,6
201719_s_at,5,1,4,8,3,8,1,7,8,8
201720_s_at,6,8,7,6,10,4,6,10,6,4
201721_s_at,7,1,2,8,5,1,1,8,8,6
201722_s_at,7,6,2,7,7,1,10,2,7,5
201723_s_at,3,7,1,2,7,10,8,2,1,5
201724_s_at,3,6,1,7,7,10,10,2,7,5
201725_at,4,5,10,10,10,9,2,10,3,7
201726_at,6,8,7,6,10,4,6,10,6,4
201727_s_at,6,8,7,6,5,4,6,10,6,4
201728_s_at,3,7,7,2,10,10,8,10,1,4
201729_s_at,3,7,1,2,10,10,8,10,1,4
201730_s_at,7,6,2,7,7,1,10,2,7,5
201731_s_at,3,7,1,2,7,10,8,2,1,5
201732_s_at,3,7,1,2,7,10,8,2,1,5
201733_at,5,8,4,6,3,8,6,7,6,8
201734_at,3,6,1,7,7,10,10,2,7,5
201735_s_at,4,5,10,10,2,9,2,3,3,7
201736_s_at,6,8,7,10,10,4,6,10,3,4
201737_s_at,3,7,1,2,7,10,8,2,1,5
201738_at,3,7,1,2,7,10,8,2,1,5
201739_at,7,8,7,6,7,1,6,2,6,4
201740_at,7,1,7,6,5,1,1,8,6,6
201741_x_at,6,8,7,6,3,4,6,7,6,4
201742_x_at,7,6,2,7,7,1,10,2,7,5
201743_at,5,1,4,8,5,8,1,8,8,6
201744_s_at,6,4,10,9,3,4,3,7,9,8
201745_at,1,3,3,5,2,5,4,3,5,2
201746_at,3,6,1,7,7,10,10,2,7,5
201747_s_at,3,7,1,2,10,10,8,10,1,4
201748_s_at,6,8,7,6,10,4,6,10,6,4
201749_at,7,6,2,7,5,1,10,8,7,6
201750_s_at,5,4,4,9,3,8,3,7,9,8
201751_at,6,8,7,6,3,4,6,7,6,4
201752_s_at,7,8,7,6,7,1,6,2,6,4
201753_s_at,3,7,1,2,7,10,8,2,1,4
201754_at,5,4,4,9,3,8,3,7,9,8
201755_at,7,6,2,7,5,1,10,8,7,6
201756_at,6,5,10,10,10,4,2,10,3,7
201757_at,6,4,7,9,3,4,3,7,9,8
201758_at,4,5,5,10,10,9,2,10,3,7
201759_at,6,4,10,9,3,4,3,7,9,8
201760_s_at,3,7,1,2,7,10,8,2,1,5
201761_at,3,7,7,2,10,10,8,10,1,4
201762_s_at,3,7,1,2,7,10,8,2,1,5
201763_s_at,7,6,2,7,5,1,10,8,7,6
201764_at,3,7,5,2,10,10,8,10,1,4
201765_s_at,7,1,2,8,5,1,1,8,8,6
201766_at,7,1,7,6,5,1,1,8,6,6
201767_s_at,6,4,10,9,3,4,3,7,9,8
201768_s_at,3,8,7,6,10,10,6,10,6,4
201769_at,3,7,1,2,7,10,8,2,1,5
201770_at,7,6,2,7,7,1,10,2,7,5
201771_at,5,1,4,8,5,8,1,8,8,6
201772_at,6,8,7,6,10,4,6,10,6,4
201773_at,6,8,7,6,10,4,6,10,6,4
201774_s_at,6,8,10,10,10,4,6,10,3,4
201775_s_at,6,4,10,9,3,4,3,7,9,8
201776_s_at,7,6,2,7,7,1,10,2,7,5
201777_s_at,5,1,4,8,3,8,1,7,8,8
201778_s_at,7,1,2,8,5,1,1,8,8,6
201779_s_at,3,6,1,7,7,10,10,2,1,5
201780_s_at,6,8,7,6,10,4,6,10,6,4
201781_s_at,3,6,1,7,7,10,8,2,1,5
201782_s_at,5,1,4,8,5,8,1,8,8,6
201783_s_at,6,8,7,6,10,4,6,10,6,4
201784_s_at,5,4,4,9,3,8,3,7,9,8
201785_at,6,4,10,9,3,4,3,7,9,8
201786_s_at,3,7,1,2,7,10,8,2,1,5
201787_at,7,6,2,7,7,1,10,2,7,5
201788_at,4,5,5,10,2,9,2,3,3,7
201789_at,5,4,4,9,3,8,3,7,9,8
201790_s_at,6,4,10,9,3,4,3,7,9,8
201791_s_at,5,1,4,6,5,8,1,8,8,6
201792_at,7,6,2,7,5,1,10,8,7,6
201793_x_at,6,8,7,6,3,4,6,7,6,4
201794_s_at,7,6,2,7,7,1,10,2,7,5
201795_at,7,1,4,8,5,1,1,8,8,6
201796_s_at,6,8,10,6,3,4,6,7,6,8
201797_s_at,3,6,1,7,7,10,10,2,7,5
201798_s_at,5,4,4,9,3,8,3,7,9,8
201799_s_at,7,6,2,7,7,1,10,2,7,5
201800_s_at,6,8,7,6,10,4,6,10,6,4
201801_s_at,3,8,7,6,10,10,6,10,6,4
201802_at,3,6,7,6,7,10,10,2,6,5
201803_at,5,4,4,9,3,8,3,7,9,8
201804_x_at,6,4,10,9,3,4,3,7,9,8
201805_at,3,6,1,7,7,10,10,2,7,5
201806_s_at,3,7,1,2,10,10,8,10,1,4
201807_at,6,4,10,9,3,4,3,7,9,8
201808_s_at,5,1,4,6,5,8,1,8,6,6
201809_s_at,3,7,1,2,7,10,8,2,1,5
201810_s_at,4,5,5,10,10,9,2,10,3,7
201811_x_at,3,7,1,2,10,10,8,10,1,4
201812_s_at,3,8,7,6,10,4,6,10,6,4
201813_s_at,5,4,4,9,3,8,3,7,9,8
201814_at,4,5,5,10,10,9,2,10,3,7
201815_s_at,5,1,4,8,3,8,1,7,8,8
201816_s_at,3,7,1,2,10,10,8,10,1,4
201817_at,3,8,7,6,10,10,6,10,6,4
201818_at,5,1,4,8,3,8,1,7,8,6
201819_at,3,7,1,2,7,10,8,2,1,5
201820_at,7,8,7,6,7,1,6,2,6,4
201821_s_at,3,6,1,7,7,10,10,2,7,5
201822_at,3,7,1,2,7,10,8,2,1,5
201823_s_at,5,1,4,8,3,8,1,7,8,8
201824_at,5,1,4,8,5,8,1,8,8,6
201825_s_at,7,1,2,8,5,1,1,8,8,6
201826_s_at,9,9,5,4,8,6,9,9,10,1
201827_at,3,7,1,2,7,10,8,2,1,5
201828_x_at,4,5,5,10,2,9,2,3,3,7
201829_at,3,7,1,2,7,10,8,2,1,5
201830_s_at,3,7,1,2,7,10,8,2,1,5
201831_s_at,6,8,7,6,10,4,6,10,6,4
201832_s_at,6,8,7,6,5,4,6,8,6,4
201833_at,4,5,5,10,10,9,2,10,3,7
201834_at,5,1,4,8,5,8,1,8,8,6
201835_s_at,3,7,1,2,7,10,8,2,1,5
201836_s_at,3,8,7,6,7,10,6,2,6,4
201837_s_at,7,6,2,7,5,1,10,8,7,6
201838_s_at,5,4,10,9,3,8,3,7,9,8
201839_s_at,6,8,7,6,10,4,6,10,6,4
201840_at,7,1,2,8,5,1,1,8,8,6
201841_s_at,5,1,4,6,3,8,1,7,6,8
201842_s_at,6,8,7,6,10,4,6,10,6,4
201843_s_at,3,7,1,2,7,10,8,2,1,5
201844_s_at,7,1,2,8,5,1,1,8,7,6
201845_s_at,6,4,7,9,3,4,3,7,9,8
201846_s_at,6,8,7,10,10,4,6,10,3,4
201847_at,6,4,10,10,10,4,3,10,3,8
201848_s_at,6,8,7,6,5,4,6,8,6,4
201849_at,7,1,4,8,5,1,1,8,8,6
201850_at,6,8,7,6,10,4,6,10,6,4
201851_at,6,4,10,10,3,4,3,7,9,8
201852_x_at,6,8,7,6,10,4,6,10,6,4
201853_s_at,6,8,7,6,5,4,6,8,6,4
201854_s_at,7,1,2,8,5,1,1,8,8,6
201855_s_at,6,8,7,6,3,4,6,7,6,8
201856_s_at,7,1,2,8,5,1,1,8,8,6
201857_at,7,6,2,7,7,1,10,2,7,5
201858_s_at,3,7,1,2,7,10,8,2,1,4
201859_at,7,6,2,7,7,1,10,2,7,5
201860_s_at,3,8,7,6,10,10,6,10,6,4
201861_s_at,7,6,2,7,5,1,10,8,7,6
201862_s_at,3,8,7,6,10,10,6,10,6,4
201863_at,5,4,4,9,3,8,3,7,9,8
201864_at,7,8,7,6,7,1,6,8,6,4
201865_x_at,7,6,2,7,5,1,10,8,7,6
201866_s_at,5,4,10,9,3,8,3,7,9,8
201867_s_at,3,7,1,2,7,10,8,2,1,5
201868_s_at,4,5,5,10,2,9,2,3,3,7
201869_s_at,7,6,2,7,7,1,10,2,7,5
201870_at,6,4,10,9,3,4,3,7,9,8
201871_s_at,6,8,7,6,5,4,6,8,6,4
201872_s_at,7,6,2,7,7,1,10,2,7,5
201873_s_at,3,7,1,2,7,10,8,2,1,5
201874_at,6,8,7,10,10,4,6,10,3,4
201875_s_at,6,8,7,6,10,4,6,10,6,4
201876_at,6,8,7,6,10,4,6,10,6,4
201877_s_at,6,4,10,9,3,4,3,7,9,8
201878_at,6,8,7,6,10,4,6,10,6,4
201879_at,3,7,1,2,10,10,8,10,1,4
201880_at,3,7,1,2,7,10,8,2,1,5
201881_s_at,5,1,4,9,3,8,1,7,8,8
201882_x_at,7,1,2,8,5,1,1,8,8,6
201883_s_at,7,1,7,8,5,1,1,8,8,6
201884_at,6,8,7,6,10,4,6,10,6,4
201885_s_at,3,7,7,2,10,10,8,10,1,4
201886_at,6,8,7,6,10,4,6,10,6,4
201887_at,6,8,7,6,10,4,6,10,6,4
201888_s_at,3,7,1,2,7,10,8,2,1,5
201889_at,6,4,7,9,3,4,3,7,9,8
201890_at,3,8,7,2,10,10,6,10,1,4
201891_s_at,7,1,2,8,5,1,1,8,8,6
201892_s_at,6,4,10,9,3,4,3,7,9,8
201893_x_at,7,6,2,7,5,1,10,8,7,6
201894_s_at,7,1,2,8,5,1,1,8,8,6
201895_at,7,6,2,7,5,1,10,8,7,6
201896_s_at,6,4,10,9,3,4,3,7,9,8
201897_s_at,3,7,1,2,7,10,8,2,1,5
201898_s_at,3,7,5,2,10,10,8,10,1,7
201899_s_at,7,1,2,8,5,1,1,8,6,6
201900_s_at,7,6,2,7,5,1,10,8,7,6
201901_s_at,7,1,2,8,5,1,1,8,8,6
201902_s_at,3,6,1,7,7,10,10,2,7,5
201903_at,6,8,5,10,10,4,6,10,3,4
201904_s_at,7,6,2,7,7,1,10,2,7,5
201905_s_at,7,6,2,7,7,1,10,2,7,5
201906_s_at,5,4,4,9,3,8,3,7,9,8
201907_x_at,5,1,4,8,5,8,1,8,8,6
201908_at,5,1,4,8,3,8,1,7,8,8
201909_at,3,7,1,2,7,10,8,2,1,5
201910_at,8,5,3,5,2,3,2,3,5,3
201911_s_at,3,7,1,2,7,10,8,2,1,5
201912_s_at,5,4,4,9,3,8,3,7,9,8
201913_s_at,6,4,10,9,3,4,3,7,9,8
201914_s_at,5,4,4,9,3,8,3,7,9,8
201915_at,6,5,10,10,10,4,2,10,3,7
201916_s_at,6,8,7,6,10,4,6,10,6,4
201917_s_at,5,1,4,8,5,8,1,8,8,6
201918_at,5,4,4,9,3,8,3,7,9,8
201919_at,7,8,7,6,5,1,6,8,6,4
201920_at,7,1,2,8,5,1,1,8,8,6
201921_at,7,6,2,6,5,1,10,8,6,6
201922_at,5,1,4,6,5,8,1,8,8,6
201923_at,6,8,7,6,3,4,6,7,6,4
201924_at,3,7,1,2,7,10,8,2,1,5
201925_s_at,3,7,1,2,7,10,8,2,1,5
201926_s_at,3,6,1,6,7,10,10,2,6,5
201927_s_at,7,1,2,8,5,1,1,8,8,6
201928_at,7,6,2,7,7,1,10,2,7,5
201929_s_at,6,8,7,10,10,4,6,10,3,4
201930_at,4,5,5,10,10,9,2,10,3,7
201931_at,5,4,4,9,3,8,3,7,9,8
201932_at,3,8,7,6,10,10,6,10,6,4
201933_at,7,1,7,6,5,1,1,8,6,6
201934_at,3,8,7,6,7,10,6,2,6,4
201935_s_at,5,1,4,8,5,8,1,8,8,6
201936_s_at,7,1,2,8,5,1,1,8,8,6
201937_s_at,3,8,7,2,10,10,6,10,6,4
201938_at,7,6,2,7,7,1,10,2,7,5
201939_at,4,5,5,10,10,9,2,10,3,7
201940_at,6,5,10,10,10,4,2,10,3,7
201941_at,5,4,4,9,3,8,1,7,8,8
201942_s_at,6,4,10,9,3,4,3,7,9,8
201943_s_at,6,8,7,6,10,4,6,10,6,4
201944_at,5,4,4,9,3,8,3,7,9,8
201945_at,6,8,7,6,10,4,6,10,6,4
201946_s_at,3,8,7,6,10,10,6,10,6,4
201947_s_at,5,1,4,8,5,8,1,8,8,6
201948_at,3,7,1,2,7,10,8,2,1,5
201949_x_at,6,8,7,6,10,4,6,10,6,4
201950_x_at,5,1,4,8,5,8,1,8,8,6
201951_at,6,8,7,6,10,4,6,10,6,4
201952_at,3,7,1,2,7,10,8,2,1,5
201953_at,6,4,10,9,3,4,3,7,9,8
201954_at,3,7,1,2,7,10,8,2,1,5
201955_at,6,4,10,9,3,4,3,7,9,8
201956_s_at,7,6,2,7,5,1,10,8,7,6
201957_at,7,8,7,6,5,1,6,8,6,4
201958_s_at,3,7,1,2,7,10,8,2,1,5
201959_s_at,5,4,10,9,3,8,3,7,9,8
201960_s_at,7,6,2,7,7,1,10,2,7,5
201961_s_at,3,7,1,2,7,10,8,2,1,5
201962_s_at,5,1,4,8,3,8,1,7,8,8
201963_at,6,8,7,6,3,4,6,7,6,8
201964_at,7,6,2,7,5,1,10,8,7,6
201965_s_at,7,6,2,7,5,1,10,8,7,6
201966_at,6,4,10,9,3,4,3,7,9,8
201967_at,3,7,1,2,10,10,8,10,1,4
201968_s_at,6,5,10,10,10,4,2,10,3,7
201969_at,6,4,10,9,3,4,3,7,9,8
201970_s_at,7,6,2,7,5,1,10,8,7,6
201971_s_at,7,6,2,7,7,1,10,2,7,5
201972_at,3,7,1,2,10,10,8,10,1,4
201973_s_at,7,1,2,8,5,1,1,8,8,6
201974_s_at,7,6,2,7,5,1,10,8,7,6
201975_at,5,4,4,9,3,8,3,7,9,8
201976_s_at,3,8,7,6,7,10,6,2,6,4
201977_s_at,3,7,7,2,10,10,8,10,1,4
201978_s_at,6,8,7,6,10,4,6,10,6,4
201979_s_at,5,1,4,8,5,8,1,8,8,6
201980_s_at,6,5,10,10,10,4,2,10,3,7
201981_at,7,6,2,7,5,1,10,8,7,6
201982_s_at,6,8,7,6,10,4,6,10,6,4
201983_s_at,7,6,2,7,7,1,10,2,7,5
201984_s_at,7,1,7,6,5,1,1,8,6,6
201985_at,7,6,2,7,5,1,10,8,7,6
201986_at,3,7,1,2,7,10,8,2,1,5
201987_at,6,8,7,6,3,4,6,7,6,8
201988_s_at,6,8,7,10,10,4,6,10,3,4
201989_s_at,7,1,2,8,5,1,1,8,8,6
201990_s_at,7,6,2,7,5,1,10,8,7,6
201991_s_at,7,6,2,7,7,1,10,2,7,5
201992_s_at,7,1,2,8,5,1,1,8,8,6
201993_x_at,6,8,7,6,10,4,6,10,6,4
201994_at,3,6,1,7,7,10,10,2,1,5
201995_at,3,7,1,2,7,10,8,2,1,4
201996_s_at,7,1,7,6,5,1,1,8,6,6
201997_s_at,3,8,7,6,7,10,6,2,6,4
201998_at,6,8,7,6,10,4,6,10,6,4
201999_s_at,3,6,1,7,7,10,10,2,1,5
202000_at,7,6,2,7,5,1,10,8,7,6
202001_s_at,7,1,2,8,5,1,1,8,8,6
202002_at,6,8,7,6,3,4,6,7,6,4
202003_s_at,6,5,5,10,10,4,2,10,3,7
202004_x_at,7,6,2,7,5,1,10,8,7,6
202005_at,6,8,7,6,10,4,6,10,6,4
202006_at,5,1,4,9,3,8,1,7,8,8
202007_at,6,8,7,6,5,4,6,8,6,4
202008_s_at,6,8,7,6,5,4,6,8,6,4
202009_at,6,8,7,6,10,4,6,10,6,4
202010_s_at,3,7,1,2,10,10,8,10,1,4
202011_at,5,4,4,9,3,8,3,7,9,8
202012_s_at,3,7,1,2,7,10,8,2,1,5
202013_s_at,6,4,10,9,3,4,3,7,9,8
202014_at,5,4,4,9,3,8,3,7,9,8
202015_x_at,6,8,7,6,10,4,6,10,6,4
202016_at,6,4,7,6,3,4,3,7,6,8
202017_at,3,7,1,2,7,10,8,2,1,5
202018_s_at,5,1,4,8,5,8,1,8,8,6
202019_s_at,7,6,2,7,7,1,10,2,7,5
202020_s_at,4,5,5,10,10,9,2,10,3,7
202021_x_at,7,6,2,7,5,1,10,8,7,6
202022_at,3,7,1,2,7,10,8,2,1,5
202023_at,6,8,4,6,3,4,6,7,6,8
202024_at,5,4,4,9,3,8,3,7,9,8
202025_x_at,3,7,1,2,7,10,8,2,1,4
202026_at,3,8,7,2,10,10,6,10,1,4
202027_at,7,6,2,7,5,1,10,8,7,6
202028_s_at,4,5,5,10,10,9,2,10,3,7
202029_x_at,6,8,7,6,3,4,6,7,6,4
202030_at,7,1,2,8,5,1,1,8,7,6
202031_s_at,3,7,1,2,7,10,8,2,1,5
202032_s_at,6,8,7,6,10,4,6,10,6,4
202033_s_at,5,4,4,9,3,8,3,7,9,8
202034_x_at,7,6,2,7,5,1,10,8,7,6
202035_s_at,4,5,5,10,10,9,2,10,3,7
202036_s_at,6,8,7,6,5,4,6,8,6,4
202037_s_at,6,4,10,9,3,4,3,7,9,8
202038_at,7,1,4,8,5,1,1,8,8,6
202039_at,5,4,4,9,3,8,3,7,9,8
202040_s_at,5,4,4,9,3,8,3,7,9,8
202041_s_at,4,5,10,10,10,9,2,10,3,7
202042_at,5,1,4,8,5,8,1,8,8,6
202043_s_at,6,8,10,10,10,4,6,10,3,4
202044_at,5,4,10,9,3,8,3,7,9,8
202045_s_at,4,5,10,10,2,9,2,3,3,7
202046_s_at,3,7,1,2,7,10,8,2,1,5
202047_s_at,5,4,4,9,3,8,3,7,9,8
202048_s_at,4,5,5,10,8,9,2,9,3,7
202049_s_at,6,8,7,6,5,4,6,8,6,4
202050_s_at,6,4,10,9,3,4,3,7,9,8
202051_s_at,7,1,2,8,5,1,1,8,7,6
202052_s_at,7,6,7,6,7,1,10,2,6,5
202053_s_at,6,8,7,6,10,4,6,10,6,4
202054_s_at,5,1,4,8,5,8,1,8,8,6
202055_at,3,7,1,2,7,10,8,2,1,5
202056_at,6,4,10,9,3,8,3,7,9,8
202057_at,6,8,7,6,3,4,6,7,6,8
202058_s_at,3,7,7,2,10,10,8,10,1,4
202059_s_at,3,8,5,10,10,10,6,10,3,4
202060_at,4,5,10,10,10,9,2,10,3,7
