1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
227817_at,7,10,14,7,1,6,8,20,19,19,8,14,5,2,7,5,2,5,16,10
227818_at,14,4,13,15,13,3,13,9,20,6,13,1,12,9,9,12,9,14,6,2
227819_at,15,9,5,1,10,7,16,17,8,19,9,3,5,2,5,5,16,5,5,20
227820_at,14,18,7,10,7,3,4,9,7,4,13,20,15,8,19,2,13,1,1,18
227821_at,10,14,17,9,14,19,12,13,18,1,16,11,14,13,14,19,10,17,4,19
227822_at,3,4,13,15,13,20,16,6,20,6,9,1,12,9,9,12,9,14,6,20
227823_at,7,10,14,7,1,6,8,19,4,12,8,6,4,15,7,15,5,15,16,10
227824_at,8,18,10,20,18,16,3,7,14,5,3,20,19,4,15,7,1,10,17,1
227825_at,1,6,9,8,11,12,15,12,10,18,10,11,20,6,12,19,10,13,2,16
227826_s_at,1,6,9,8,11,12,15,12,10,18,10,11,20,6,12,19,2,13,2,16
227827_at,3,9,13,15,13,20,16,6,20,6,9,3,5,2,9,5,16,5,6,20
227828_s_at,8,3,2,20,2,16,3,17,18,8,15,16,2,1,5,14,4,7,5,14
227829_at,15,9,5,1,10,20,16,6,8,19,9,3,5,2,5,5,16,5,5,20
227830_at,1,6,9,8,11,12,15,12,10,18,10,11,20,6,12,19,10,13,2,16
227831_at,14,4,7,10,7,3,13,9,6,4,13,9,15,8,19,2,15,8,1,2
227832_at,14,4,7,10,7,3,13,9,7,4,13,20,12,8,19,2,13,14,1,2
227833_s_at,15,9,5,1,10,7,16,17,8,19,15,3,2,1,5,14,16,7,5,20
227834_at,12,11,16,5,9,14,17,15,6,9,17,9,10,20,6,13,9,16,15,15
227835_at,14,3,7,10,7,3,3,9,7,4,13,20,15,8,19,2,13,1,1,14
227836_at,8,16,10,20,2,16,9,7,14,5,3,16,19,4,15,7,4,10,17,1
227837_at,1,6,9,8,11,12,15,12,10,18,10,11,20,6,12,19,2,13,2,16
227838_at,3,4,13,15,13,20,13,6,20,6,13,1,12,9,9,12,9,14,6,2
227839_at,6,18,7,10,7,15,4,11,7,4,20,20,15,8,19,2,1,1,1,18
227840_at,7,10,14,7,1,6,8,20,19,12,8,6,5,2,7,15,2,15,16,10
227841_at,15,14,2,1,10,7,12,17,8,8,15,16,2,1,5,14,16,7,5,19
227842_at,7,10,14,7,1,6,8,20,19,12,8,14,4,15,7,15,2,15,16,10
227843_at,12,11,16,5,9,14,17,15,9,9,17,5,10,20,6,13,14,16,15,15
227844_at,15,3,2,1,10,7,3,17,8,8,15,3,2,1,5,14,13,7,5,14
227845_s_at,8,16,10,20,18,16,9,7,14,5,3,12,19,4,15,7,1,10,17,1
227846_at,2,11,16,5,9,14,17,8,6,9,17,9,10,20,6,13,15,8,15,15
227847_at,9,10,14,7,1,6,8,19,4,12,8,6,4,15,7,15,5,9,16,10
227848_at,14,4,13,5,13,3,13,9,6,6,13,1,12,9,6,12,9,14,15,2
227849_at,15,3,2,10,2,7,3,17,7,8,15,20,2,1,5,14,13,7,5,14
227850_x_at,7,9,5,1,10,20,16,20,19,19,9,3,5,2,12,5,16,5,2,20
227851_s_at,12,7,16,3,9,14,17,15,9,13,17,5,10,20,6,13,14,16,15,15
227852_at,8,16,10,20,18,16,9,7,14,5,3,12,19,4,15,7,4,10,17,1
227853_at,16,8,18,13,6,2,10,4,17,16,1,15,13,11,16,9,6,4,14,6
227854_at,15,3,2,10,7,7,3,17,7,8,15,20,2,1,5,14,13,7,5,14
227855_at,9,10,14,7,1,6,8,19,4,12,8,6,4,15,7,15,5,15,16,10
227856_at,3,4,13,15,13,3,13,6,20,6,13,1,12,9,9,12,9,14,6,2
227857_at,6,18,20,2,16,15,4,11,11,2,20,4,17,10,11,11,1,18,13,18
227858_at,12,7,12,3,5,4,1,15,9,13,19,5,6,7,2,20,14,16,3,3
227859_at,12,7,12,3,5,4,1,15,9,13,19,5,6,7,2,20,14,16,3,3
227860_at,16,8,18,13,6,2,10,4,17,16,1,15,13,11,16,9,6,4,14,6
227861_at,15,3,2,1,10,7,16,17,8,8,15,3,2,1,5,14,16,7,5,14
227862_at,3,4,13,15,13,20,1,6,20,6,19,1,12,9,9,12,9,14,6,3
227863_at,9,7,12,3,5,4,1,19,4,13,19,6,6,7,2,20,5,9,3,3
227864_s_at,7,10,14,7,1,6,8,20,19,12,8,6,5,15,7,15,5,5,16,10
227865_at,8,3,2,10,7,16,3,9,7,8,3,20,15,8,19,2,13,1,1,14
227866_at,10,14,17,9,14,19,12,13,18,1,16,16,14,13,14,18,10,17,4,19
227867_at,14,11,16,5,9,3,13,8,6,9,17,9,10,20,6,13,15,8,15,2
227868_at,8,3,2,20,2,16,3,7,18,8,15,16,2,1,15,14,4,7,17,14
227869_at,9,10,12,7,5,4,1,19,4,12,19,6,6,7,2,20,5,9,3,3
227870_at,14,4,16,5,9,3,13,9,6,6,13,1,12,9,6,13,9,14,15,2
227871_at,3,7,13,15,13,4,1,15,20,6,19,1,12,9,9,12,9,14,6,3
227872_at,7,9,5,8,10,12,16,20,19,19,10,14,5,2,12,5,16,5,2,20
227873_at,14,4,13,15,13,3,13,9,20,6,13,1,12,9,19,12,9,14,1,2
227874_at,3,4,13,15,13,20,16,6,20,6,9,1,12,9,9,12,9,14,6,20
227875_at,15,14,17,9,2,7,12,17,18,1,15,16,2,1,5,14,4,7,5,19
227876_at,7,9,5,8,1,6,8,20,19,19,9,14,5,2,7,5,2,5,16,10
227877_at,10,14,17,9,2,19,12,17,18,1,15,16,2,1,14,14,4,7,4,19
227878_s_at,3,4,13,15,13,4,1,6,20,6,19,1,12,9,9,12,9,14,6,3
227879_at,3,4,13,15,13,20,13,6,20,6,13,1,12,9,9,12,9,14,6,2
227880_s_at,3,9,13,15,13,20,16,6,20,6,9,1,12,9,9,12,9,5,6,20
227881_s_at,1,6,5,8,11,12,15,12,10,19,10,11,20,6,12,19,10,13,2,16
227882_at,3,9,13,15,13,20,16,6,20,6,9,3,5,2,9,5,16,5,6,20
227883_at,15,3,2,1,2,7,3,17,8,8,15,3,2,1,5,14,13,7,5,14
227884_at,3,4,13,15,13,3,13,6,20,6,13,1,12,9,9,12,9,14,6,2
227885_at,15,9,2,1,10,7,16,17,8,8,15,3,2,1,5,14,16,7,5,20
227886_at,12,11,16,3,9,14,17,15,9,9,17,5,10,20,6,13,14,16,15,15
227887_at,2,11,16,5,9,14,17,8,6,9,17,9,10,20,6,11,15,8,15,15
227888_at,6,18,20,2,16,15,4,11,11,2,20,4,17,10,11,11,15,18,13,18
227889_at,14,3,2,10,7,3,3,9,7,8,13,20,15,8,19,2,13,1,1,14
227890_at,7,6,9,8,11,12,15,20,19,18,8,14,20,6,12,15,2,15,2,16
227891_s_at,3,4,13,15,13,20,1,6,20,6,9,1,12,9,9,12,9,14,6,2
227892_at,7,6,9,8,11,12,15,20,19,18,8,14,20,6,12,15,2,15,2,16
227893_at,8,16,10,20,2,16,9,7,14,5,3,16,19,4,15,7,4,10,17,1
227894_at,15,3,2,1,2,7,3,17,8,8,15,16,2,1,5,14,4,7,5,14
227895_at,15,3,2,1,2,7,3,17,7,8,15,20,2,1,5,14,13,7,5,14
227896_at,10,14,17,9,14,19,12,12,18,1,16,11,14,13,14,19,10,17,4,19
227897_at,10,1,17,16,14,19,6,13,12,1,16,10,14,13,14,18,8,17,4,11
227898_s_at,14,4,7,10,7,3,13,9,7,4,13,20,15,8,19,2,13,1,1,2
227899_at,10,14,17,9,14,19,12,13,18,1,16,11,14,13,14,19,10,17,4,19
227900_at,14,3,7,10,7,3,13,9,7,4,13,20,15,8,19,2,13,1,1,14
227901_at,8,16,10,20,18,16,9,7,14,5,3,12,19,4,15,7,4,10,17,1
227902_at,3,4,13,15,13,20,16,6,20,6,9,1,12,9,9,12,9,14,6,20
227903_x_at,1,6,9,8,11,12,15,12,10,18,10,14,20,6,12,19,2,13,2,16
227904_at,14,18,7,10,7,3,4,9,6,4,13,9,15,8,19,2,15,8,1,18
227905_s_at,15,9,5,1,10,7,16,17,8,19,15,3,2,1,5,14,16,7,5,20
227906_s_at,7,9,5,7,1,20,16,20,19,19,9,6,5,2,7,5,16,5,16,20
227907_at,14,18,7,10,7,3,4,9,7,4,20,20,15,8,19,2,15,1,1,18
227908_at,10,14,17,9,14,19,12,13,18,1,16,16,14,13,14,14,4,17,4,19
227909_at,14,4,7,10,7,3,13,9,7,4,13,20,15,8,19,2,13,1,1,2
227910_at,3,10,13,15,13,20,1,19,4,12,19,6,6,9,9,20,5,9,6,3
227911_at,10,14,17,9,14,19,12,13,18,1,16,16,14,13,14,14,4,17,4,19
227912_s_at,3,4,13,15,13,20,13,6,20,6,13,1,12,9,9,12,9,14,6,2
227913_at,6,18,20,2,16,15,4,11,11,2,20,4,17,10,11,11,1,18,13,18
227914_s_at,14,4,7,5,9,3,13,9,6,4,13,1,12,9,6,2,9,14,1,2
227915_at,16,16,15,13,12,2,9,13,14,5,16,12,13,11,15,18,6,10,17,1
227916_x_at,3,4,13,15,13,3,13,6,20,6,13,1,12,9,9,12,13,14,6,2
227917_at,3,9,13,15,13,20,16,6,20,6,9,3,5,2,9,5,16,5,6,20
227918_s_at,14,4,13,15,13,3,13,15,6,6,13,1,12,9,6,12,9,14,15,2
227919_at,14,3,2,10,7,3,3,9,7,8,13,20,15,8,19,2,13,1,1,14
227920_at,2,18,20,2,16,15,4,11,11,2,20,4,17,10,11,11,15,8,13,18
227921_at,8,3,10,20,18,16,3,7,14,5,3,20,19,4,15,7,1,10,17,14
227922_x_at,15,9,5,1,10,7,16,17,8,19,15,3,5,2,5,5,16,5,5,20
227923_at,8,16,10,20,18,16,9,7,14,5,3,12,19,4,15,7,4,10,17,1
227924_at,6,18,20,2,16,15,4,11,11,2,20,4,17,10,11,11,1,18,13,18
227925_at,12,11,16,5,9,14,17,15,6,9,17,9,10,20,6,13,14,16,15,15
227926_s_at,15,3,2,1,2,7,3,17,8,8,15,16,2,1,5,14,16,7,5,14
227927_at,3,9,13,15,13,20,16,6,20,19,9,3,5,2,9,5,16,5,6,20
227928_at,10,14,17,9,14,19,12,12,18,1,10,11,14,13,14,19,10,13,4,19
227929_at,15,3,2,1,7,7,3,17,8,8,13,3,2,1,5,14,13,7,5,14
227930_at,7,10,14,7,1,6,8,20,19,12,8,6,4,15,7,15,2,15,16,10
227931_at,9,7,12,3,5,4,1,19,4,13,19,6,6,7,2,20,5,9,3,3
227932_at,14,18,7,10,7,3,4,9,7,4,20,20,15,8,19,2,13,1,1,18
227933_at,7,9,5,8,10,12,16,20,19,19,9,3,5,2,12,5,16,5,2,20
227934_at,2,11,16,5,9,14,17,8,6,9,17,9,10,20,6,13,15,8,15,15
227935_s_at,15,9,5,1,10,7,16,17,8,19,15,3,2,1,5,14,16,7,5,20
227936_at,2,18,20,5,16,15,4,8,6,9,20,9,17,10,11,11,15,8,13,18
227937_at,10,14,17,9,14,19,12,13,18,1,16,16,14,13,14,19,10,17,4,19
227938_s_at,15,3,2,10,2,7,3,17,7,8,15,20,2,1,5,14,13,7,5,14
227939_s_at,6,18,20,2,16,15,4,11,11,2,20,4,17,10,11,11,15,18,13,18
227940_at,14,18,7,10,7,3,13,9,7,4,13,20,15,8,19,2,13,1,1,2
227941_at,15,9,5,1,10,7,16,17,8,19,15,3,2,1,5,14,16,7,5,20
227942_s_at,3,7,13,15,13,4,1,6,20,6,19,1,12,9,9,12,9,14,6,3
227943_at,3,9,5,15,10,20,16,6,20,19,9,3,5,2,9,5,16,5,6,20
227944_at,12,11,16,5,9,14,17,15,6,9,17,9,10,20,6,13,14,16,15,15
227945_at,3,4,13,15,13,20,13,6,20,6,9,1,12,9,9,12,9,14,6,2
227946_at,1,6,9,8,11,12,15,12,10,18,10,11,20,6,12,19,10,13,2,16
227947_at,8,16,10,20,2,16,9,7,14,5,3,16,19,4,15,7,4,10,17,1
227948_at,12,11,16,5,9,14,17,8,6,9,17,9,10,20,6,13,14,16,15,15
227949_at,14,4,13,15,13,3,13,6,20,6,13,1,12,9,9,12,13,14,6,2
227950_at,3,4,13,15,13,3,13,9,20,6,13,1,12,9,9,12,9,14,6,2
227951_s_at,3,4,13,15,13,20,13,6,20,6,13,1,12,9,9,12,9,14,6,2
227952_at,2,18,20,2,16,15,4,8,11,2,20,4,17,10,11,11,15,8,13,18
227953_at,1,14,17,9,14,12,12,12,10,1,10,11,20,6,12,19,10,13,2,19
227954_at,15,14,17,1,10,7,12,17,8,1,15,16,2,1,5,14,10,7,5,19
227955_s_at,1,14,17,9,14,12,15,12,10,1,10,11,20,6,12,19,10,13,2,16
227956_at,6,18,20,2,16,15,4,11,11,2,20,4,17,10,11,11,1,18,13,18
227957_at,7,10,14,7,1,6,8,20,19,12,8,14,4,15,7,15,2,15,16,10
227958_s_at,15,9,5,1,10,20,16,20,8,19,9,3,5,2,12,5,16,5,5,20
227959_at,2,11,16,5,9,14,17,8,6,9,17,9,10,20,6,13,15,8,15,15
227960_s_at,15,9,5,1,10,7,16,17,8,19,15,3,2,1,5,5,16,7,5,20
227961_at,7,10,14,7,1,6,8,19,4,12,8,6,4,15,7,15,5,9,16,10
227962_at,7,10,14,7,1,6,8,19,4,12,9,6,5,2,7,5,5,5,16,10
227963_at,3,10,13,15,13,20,1,6,20,6,9,6,5,9,9,12,5,9,6,3
227964_at,1,6,9,8,11,12,15,12,10,18,10,11,20,6,12,19,10,13,2,16
227965_at,15,9,5,1,10,7,16,17,8,19,15,3,2,1,5,5,16,7,5,20
227966_s_at,10,14,17,9,14,19,12,13,18,1,16,11,14,13,14,18,10,17,4,19
227967_at,15,3,2,20,2,7,12,17,18,8,15,16,2,1,5,14,4,7,5,19
227968_at,12,7,12,3,5,4,1,15,9,13,17,5,10,7,6,13,14,16,15,3
227969_at,8,3,2,20,2,16,3,7,14,8,3,16,19,4,15,14,4,10,17,14
227970_at,7,6,9,8,11,12,15,20,19,18,8,14,20,6,12,15,2,15,2,16
227971_at,9,10,14,7,1,4,1,19,4,12,19,6,6,7,2,20,5,9,3,3
227972_at,15,14,17,1,10,7,12,17,8,1,15,16,2,1,5,14,10,7,5,19
227973_at,2,11,16,5,9,14,17,8,6,9,17,9,10,20,6,13,15,8,15,15
227974_at,8,16,10,20,2,16,9,7,14,5,3,16,19,4,15,7,4,10,17,1
227975_at,14,4,7,10,7,3,13,9,7,4,13,20,15,8,19,2,13,1,1,2
227976_at,14,4,7,10,7,3,13,9,7,4,13,20,15,8,19,2,13,1,1,2
227977_at,2,11,16,5,9,14,17,8,6,9,17,9,10,20,6,13,15,8,15,15
227978_s_at,15,14,17,1,14,7,12,17,8,1,15,11,2,1,5,19,10,13,5,19
227979_at,14,4,7,10,7,3,13,9,7,4,13,20,15,8,19,2,13,1,1,2
227980_at,15,3,2,1,2,7,3,17,8,8,15,3,2,1,5,14,13,7,5,14
227981_at,2,11,16,5,9,14,17,8,6,9,20,9,10,20,6,11,15,8,15,15
227982_at,10,14,17,9,14,19,12,13,18,1,16,10,14,13,14,18,10,17,4,19
227983_at,7,9,5,7,1,20,16,6,19,19,9,6,5,2,7,5,16,5,16,20
227984_at,6,18,20,2,16,15,4,11,11,2,20,4,17,10,11,11,1,18,13,18
227985_at,8,3,10,20,2,16,3,7,14,8,3,20,19,4,15,7,4,10,17,14
227986_at,8,3,10,20,18,16,3,7,14,5,3,20,19,4,15,7,1,10,17,14
227987_at,15,9,5,1,10,7,16,6,8,19,9,3,5,2,5,5,16,5,5,20
227988_s_at,15,14,17,9,14,7,12,17,18,1,15,16,2,1,5,14,10,7,5,19
227989_at,15,9,5,1,10,7,16,17,8,19,9,3,5,2,5,5,16,5,5,20
227990_at,12,11,16,5,9,14,17,15,6,9,17,9,10,20,6,13,14,16,15,15
227991_x_at,10,14,17,9,14,19,12,17,18,1,15,16,2,1,14,14,10,7,4,19
227992_s_at,9,10,14,7,1,6,8,19,4,12,19,6,4,15,7,20,5,9,3,10
227993_at,1,14,17,9,14,12,15,12,10,1,10,11,20,6,12,19,10,13,2,16
227994_x_at,8,3,7,10,7,16,3,7,7,4,3,20,15,8,19,2,13,1,1,14
227995_at,3,9,5,1,10,20,16,6,8,19,9,3,5,2,9,5,16,5,6,20
227996_at,2,11,16,5,9,14,17,8,6,9,17,9,10,20,6,13,15,8,15,15
227997_at,7,6,9,8,11,6,8,20,19,18,8,14,4,15,7,15,2,15,16,10
227998_at,14,3,2,10,7,3,3,9,7,8,13,20,15,8,19,2,13,1,1,14
227999_at,7,6,9,8,11,12,15,20,19,18,8,14,20,6,12,15,2,15,2,16
228000_at,8,3,10,20,2,16,3,7,14,5,3,16,19,4,15,14,4,10,17,14
228001_at,14,18,7,2,16,15,4,11,11,4,20,4,15,8,11,2,15,1,13,18
228002_at,7,10,14,7,1,6,8,20,19,12,8,6,4,15,7,15,5,15,16,10
228003_at,1,6,9,8,11,12,15,12,10,18,10,14,20,6,12,19,2,13,2,16
228004_at,7,10,14,7,1,6,8,20,19,12,8,14,5,2,7,5,2,5,16,10
228005_at,2,18,20,2,16,15,4,11,11,2,20,4,17,10,11,11,15,18,13,18
228006_at,14,18,7,10,7,3,4,9,7,4,13,20,15,8,19,2,13,1,1,18
228007_at,2,18,20,2,16,15,4,8,11,2,20,4,17,10,11,11,15,8,13,18
228008_at,12,11,16,5,9,14,17,15,6,9,17,9,10,20,6,13,14,16,15,15
228009_x_at,8,3,2,20,2,16,3,7,14,8,3,16,2,1,15,14,4,7,17,14
228010_at,3,9,13,15,13,20,16,6,20,6,9,6,5,2,9,12,9,5,6,20
228011_at,14,4,13,15,13,3,13,9,20,6,13,1,12,9,9,12,9,14,6,2
228012_at,14,18,7,10,7,3,4,9,7,4,13,20,15,8,19,2,13,1,1,18
228013_at,9,10,14,7,1,4,1,19,4,12,19,6,6,7,9,20,5,9,3,3
228014_at,8,16,10,20,18,16,9,7,14,5,3,20,19,4,15,7,1,10,17,1
228015_s_at,15,9,5,1,10,7,16,17,8,19,9,3,2,1,5,5,16,5,5,20
228016_s_at,14,18,7,10,7,3,4,9,6,4,13,9,15,8,19,2,15,8,1,18
228017_s_at,14,4,13,10,7,3,13,9,7,6,13,20,12,8,19,12,13,14,1,2
228018_at,8,16,10,20,2,16,3,7,14,5,3,16,19,4,15,7,4,10,17,14
228019_s_at,8,3,2,20,2,16,3,7,7,8,3,20,19,4,15,14,13,1,17,14
228020_at,2,11,16,5,9,14,17,8,6,9,17,9,10,20,6,13,15,8,15,15
228021_at,10,14,17,9,14,19,12,13,18,1,16,11,14,13,14,19,10,17,4,19
228022_at,10,16,10,20,2,19,9,7,18,5,16,16,19,4,15,7,4,10,17,1
228023_x_at,10,16,10,20,2,19,9,13,18,5,16,16,14,13,15,18,4,10,17,1
228024_at,7,9,5,7,10,20,16,20,19,19,9,14,5,2,7,5,16,5,16,20
228025_s_at,3,4,13,15,13,20,1,6,20,6,19,1,12,9,9,12,9,14,6,2
228026_at,14,4,13,10,13,3,13,9,6,6,13,1,12,9,19,12,9,14,1,2
228027_at,7,9,5,7,1,20,8,20,19,19,9,14,5,2,7,5,2,5,16,10
228028_at,14,18,7,10,7,15,4,9,7,4,20,4,15,8,19,2,15,1,1,18
228029_at,1,6,9,8,11,12,15,12,10,18,10,14,20,6,12,19,2,13,2,16
228030_at,1,14,17,9,14,12,15,12,10,1,10,11,20,6,12,19,10,13,2,16
228031_at,14,4,7,10,7,3,13,9,7,4,13,20,15,8,19,2,13,1,1,2
228032_s_at,3,9,5,15,10,20,16,6,20,19,9,3,5,2,9,5,16,5,6,20
228033_at,3,4,13,15,13,3,13,6,20,6,13,1,12,9,9,12,9,14,6,2
228034_x_at,3,4,13,15,13,3,13,6,20,6,13,1,12,9,9,12,9,14,6,2
228035_at,9,7,12,3,5,4,1,15,9,13,19,5,6,7,2,20,5,9,3,3
228036_s_at,15,9,5,1,10,7,12,17,8,19,15,3,2,1,5,14,16,7,5,19
228037_at,8,16,10,20,18,16,9,7,14,5,3,12,19,4,15,7,4,10,17,1
228038_at,14,4,7,10,7,3,13,9,7,4,13,20,15,8,19,2,13,1,1,2
228039_at,8,3,2,10,2,7,3,17,7,8,15,20,2,1,5,14,13,7,5,14
228040_at,6,18,20,2,16,15,4,11,11,2,20,4,17,10,11,11,15,18,13,18
228041_at,8,16,10,20,2,19,12,7,18,5,16,16,19,4,15,14,4,10,17,19
228042_at,7,6,9,8,11,6,8,20,19,18,8,14,4,15,7,15,2,15,16,10
228043_at,20,1,8,16,14,1,6,13,12,17,16,10,14,13,3,6,8,17,7,11
228044_at,12,7,12,3,5,4,1,15,9,13,19,5,6,7,2,20,14,16,3,3
228045_at,9,10,14,7,1,6,8,19,4,12,19,6,4,15,7,20,5,9,16,10
228046_at,2,18,20,2,16,15,4,11,11,2,20,4,17,10,11,11,15,8,13,18
228047_at,14,3,7,10,7,3,3,9,7,4,13,20,15,8,19,2,13,1,1,14
228048_at,8,3,7,10,7,16,3,9,7,4,3,20,15,8,19,2,13,1,1,14
228049_x_at,14,4,7,10,7,3,13,9,7,4,13,20,15,8,19,2,13,1,1,2
228050_at,10,14,17,9,14,19,12,13,18,1,16,16,14,13,14,18,4,17,4,19
228051_at,9,10,14,7,1,6,8,19,4,12,8,6,4,15,7,15,5,9,16,10
228052_x_at,12,11,16,5,9,14,17,8,6,9,17,9,10,20,6,13,14,16,15,15
228053_s_at,12,7,12,3,5,4,1,15,9,13,19,5,6,7,2,20,14,16,3,3
228054_at,10,14,17,9,2,19,12,13,18,1,16,16,14,13,14,14,4,17,4,19
228055_at,3,4,13,15,13,20,13,6,20,6,9,1,12,9,9,12,9,14,6,2
228056_s_at,3,4,13,15,13,20,16,6,20,6,9,1,12,9,9,12,9,14,6,20
228057_at,10,14,17,20,2,19,12,17,18,1,16,16,14,13,14,14,4,7,4,19
228058_at,15,9,5,1,10,12,16,17,8,19,10,3,5,2,12,5,16,5,5,20
228059_x_at,3,9,13,15,13,20,16,6,20,6,9,1,5,2,9,12,9,5,6,20
228060_at,3,4,13,15,13,3,13,6,20,6,13,1,12,9,9,12,9,14,6,2
228061_at,15,9,5,1,10,7,16,6,8,19,9,3,5,2,5,5,16,5,5,20
228062_at,1,6,9,8,14,12,15,12,10,18,10,11,20,6,12,19,10,13,2,16
228063_s_at,15,9,5,1,10,7,16,17,8,19,15,3,2,1,5,5,16,7,5,20
228064_at,14,3,7,10,7,3,3,9,7,4,13,20,15,8,19,2,13,1,1,14
228065_at,7,9,5,1,10,20,16,20,19,19,9,3,5,2,12,5,16,5,16,20
228066_at,10,14,17,9,14,19,12,17,18,1,15,16,14,13,14,14,10,7,4,19
228067_at,15,9,13,1,10,7,16,6,8,6,9,3,12,9,9,12,16,14,6,20
228068_at,15,9,2,1,10,7,16,17,8,8,15,3,2,1,5,14,16,7,5,20
228069_at,15,9,5,1,10,7,16,17,8,19,15,3,2,1,5,14,16,7,5,20
228070_at,15,9,5,1,10,7,16,17,8,19,15,3,2,1,5,14,16,7,5,20
228071_at,8,16,10,20,18,16,9,7,14,5,3,12,19,4,15,7,1,10,17,1
228072_at,9,10,14,7,1,6,1,19,4,12,19,6,4,15,7,20,5,9,16,3
228073_at,1,6,9,8,11,12,15,12,10,18,10,11,20,6,12,19,10,13,2,16
228074_at,3,4,13,15,13,20,13,6,20,6,19,1,12,9,9,12,9,14,6,2
228075_x_at,15,3,2,10,2,7,3,17,7,8,15,20,2,1,5,14,13,7,5,14
228076_s_at,3,7,12,3,5,4,1,15,9,13,19,5,6,7,2,20,5,9,3,3
228077_at,8,16,10,20,18,16,9,7,14,5,3,12,19,4,15,7,4,10,17,1
228078_at,6,18,20,2,16,15,4,11,11,2,20,4,17,10,11,11,1,18,13,18
228079_at,10,14,17,9,14,19,12,13,18,1,16,16,14,13,14,14,4,17,4,19
228080_at,15,3,2,1,7,7,3,17,8,8,15,20,2,1,5,14,13,7,5,14
228081_at,8,16,10,20,18,16,9,7,14,5,3,20,19,4,15,7,1,10,17,1
228082_at,14,3,2,10,7,7,3,9,7,8,13,20,2,1,19,2,13,7,1,14
228083_at,3,4,13,15,13,4,1,15,20,6,19,1,12,9,9,12,9,14,6,3
228084_at,15,3,2,1,2,7,12,17,18,8,15,16,2,1,5,14,4,7,5,19
228085_at,7,10,14,7,1,6,8,20,4,12,8,6,5,2,7,15,5,5,16,10
228086_at,12,7,12,3,5,4,1,15,9,13,19,5,6,7,2,20,14,16,3,3
228087_at,8,16,10,20,18,16,3,7,14,5,3,20,19,4,15,7,1,10,17,1
228088_at,12,7,12,3,13,4,1,15,9,13,19,1,6,7,2,12,9,14,3,3
228089_x_at,3,4,13,15,13,20,16,6,20,6,13,3,12,9,9,12,16,14,6,20
228090_at,8,3,10,20,18,16,3,7,14,5,3,20,19,4,15,7,1,10,17,14
228091_at,9,10,14,7,1,6,8,19,4,12,19,6,4,15,7,20,5,9,16,10
228092_at,12,7,12,3,5,4,1,15,9,13,19,5,6,7,2,20,9,9,3,3
228093_at,7,9,5,8,10,12,16,20,19,19,10,3,5,2,12,5,16,5,2,20
228094_at,15,14,2,1,2,7,12,17,18,8,15,16,2,1,5,14,4,7,5,19
228095_at,15,14,2,1,2,7,12,17,18,8,15,16,2,1,5,14,4,7,5,19
228096_at,8,3,10,20,18,16,3,7,14,5,3,20,19,4,15,7,1,10,17,14
228097_at,15,14,2,1,2,7,12,17,18,8,15,16,2,1,5,14,4,7,5,19
228098_s_at,14,3,7,10,7,16,3,9,7,4,3,20,15,8,19,2,13,1,1,14
228099_at,15,9,5,1,10,20,16,6,8,19,9,3,5,2,9,5,16,5,6,20
228100_at,1,14,17,9,14,19,12,12,18,1,10,11,14,13,14,19,10,13,4,19
228101_at,3,4,13,15,13,20,13,6,20,6,13,1,12,9,9,12,9,14,6,2
228102_at,14,18,7,10,7,3,4,9,7,4,13,20,15,8,19,2,13,1,1,18
228103_s_at,14,18,7,10,7,15,4,9,11,4,20,4,15,8,19,2,15,1,1,18
228104_at,7,10,14,7,1,6,8,20,19,12,8,6,4,15,7,15,2,15,16,10
228105_at,2,11,16,5,9,14,17,8,6,9,17,9,10,20,6,13,15,8,15,15
228106_at,15,3,2,1,2,7,3,17,8,8,15,3,2,1,5,14,16,7,5,14
228107_at,15,9,5,1,10,20,16,6,8,19,9,3,5,2,9,5,16,5,5,20
228108_at,2,18,20,2,16,15,4,8,11,2,20,9,17,10,11,11,15,8,13,18
228109_at,15,9,5,1,10,12,16,20,8,19,10,3,5,2,12,5,16,5,2,20
228110_x_at,7,10,14,7,1,6,8,20,19,12,8,14,4,15,7,15,2,15,16,10
228111_s_at,14,18,7,10,7,3,4,9,7,4,13,20,15,8,19,2,15,1,1,18
228112_at,1,14,17,9,14,12,15,12,10,1,10,11,20,6,12,19,10,13,2,16
228113_at,15,3,2,1,2,7,3,17,8,8,15,16,2,1,5,14,16,7,5,19
228114_x_at,10,14,17,9,14,19,12,17,18,1,15,11,2,1,14,19,10,7,4,19
228115_at,12,11,16,5,9,14,17,15,9,9,17,5,10,20,6,13,14,16,15,15
228116_at,15,14,17,9,2,7,12,17,18,1,15,16,2,1,5,14,4,7,5,19
228117_at,3,4,13,15,13,20,13,6,20,6,9,1,12,9,9,12,9,14,6,2
228118_x_at,15,14,17,1,10,7,12,17,8,1,15,11,2,1,5,14,10,7,5,19
228119_at,8,16,10,20,2,16,9,7,18,5,16,16,19,4,15,14,4,10,17,19
228120_at,6,18,20,2,18,15,4,11,11,2,20,4,17,10,11,7,1,18,13,18
228121_at,8,16,10,20,18,16,9,7,14,5,3,12,19,4,15,7,1,10,17,1
228122_at,7,6,9,8,11,6,8,20,19,18,8,14,4,15,7,15,2,15,16,10
228123_s_at,12,4,16,5,9,14,13,15,6,9,17,1,10,20,6,13,9,14,15,2
